,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],distance_[pc],number_of_planets,insolation_flux_earth,stellar_surface_gravity,stellar_age_[gyr]
17,2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.0,0.92,13.4,603.877,1.38,0.33,298.275898300617,989.147333495324,29564.0,0.2,0.48,396.3320000,3,29303.35088472223,5.51,0.1481660716960628
18,2MASS J22362452+4751425 b,2MASS J22362452+4751425,3165.0796094172,230.0,12.3,3972.875,11.7,0.0,,77277.1354293222,4045.0,0.64,0.6,69.5737000,1,,4.62,0.12
19,30 Ari B b,30 Ari B,335.10001,0.99,12.3,4392.4106,13.0,0.29,312.408714869454,150.9799352698691,6331.0,1.41,1.93,44.6570000,1,29286.41423763889,4.43,0.91
20,4 UMa b,4 UMa,269.3,0.87,12.7,2256.5,6.05,0.432,313.321964869454,10.330086430040238,4415.0,18.11,1.23,73.4603000,1,31379.79532579366,1.8,4.604
21,42 Dra b,42 Dra,479.1,1.19,13.0,1233.13,3.08,0.38,313.321964869454,11.615438698804352,4200.0,22.03,0.98,90.6545000,1,31379.79532579366,1.71,9.49
22,47 UMa b,47 UMa,1078.0,2.1,13.2,804.08,1.92,0.032,311.6025017546999,373.19608342439466,5872.0,1.21,1.06,13.7967000,3,29306.735907638893,4.3,6.48
23,47 UMa c,47 UMa,2391.0,3.6,14.2,171.621,0.329,0.098,287.40979411484864,639.7647144418194,5872.0,1.21,1.06,13.7967000,3,29306.735907638893,4.3,6.48
24,47 UMa d,47 UMa,14002.0,11.6,13.5,521.22,1.16,0.16,230.96096194951224,2061.4640798680844,5872.0,1.21,1.06,13.7967000,3,29306.735907638893,4.3,6.48
25,51 Eri b,51 Eri,11688.0,13.2,13.4,635.66,1.45,0.45,700.0,1904.9817336064016,7295.0,1.49,1.75,29.7575000,1,29286.41423763889,4.31,0.02
26,51 Peg b,51 Peg,4.230785,0.0527,14.3,146.2018,0.275,0.013,329.3390783609703,9.603549092705157,5758.0,1.18,1.03,15.4614000,1,29306.735907638893,4.31,10.0
27,55 Cnc b,55 Cnc,14.6516,0.1134,13.9,263.9785,0.54,0.0,700.0,25.94109796909569,5172.0,0.94,0.91,12.5855000,5,29290.077907638894,4.43,5.5
28,55 Cnc c,55 Cnc,44.3989,0.2373,8.51,54.4738,0.486,0.03,311.6025017546999,54.28414945384839,5172.0,0.94,0.91,12.5855000,5,29290.077907638894,4.43,10.2
29,55 Cnc d,55 Cnc,5574.2,5.957,13.0,1232.493,3.08,0.13,254.344662007431,1362.7082945494094,5172.0,0.94,0.91,12.5855000,5,29290.077907638894,4.43,5.5
30,55 Cnc e,55 Cnc,0.7365474,0.01544,1.875,7.99,6.66,0.05,1958.0,3.52,5172.0,0.94,0.91,12.5855000,5,2657.83,4.43,10.2
31,55 Cnc f,55 Cnc,259.88,0.7708,7.59,44.812,0.563,0.08,311.6025017546999,176.32626379699258,5172.0,0.94,0.91,12.5855000,5,29290.077907638894,4.43,10.2
32,6 Lyn b,6 Lyn,934.3,2.11,13.4,638.8383,1.46,0.073,313.321964869454,87.25338100648553,4938.0,5.2,1.44,54.6599000,1,31379.79532579366,3.19,2.353
33,61 Vir b,61 Vir,4.215,0.050201,2.11,5.1,2.98,0.12,329.3390783609703,11.244607175905518,5577.0,0.96,0.94,8.5033200,3,29290.077907638894,4.34,8.96
34,61 Vir c,61 Vir,38.021,0.2175,4.46,18.2,1.13,0.14,311.6025017546999,48.71819407500747,5577.0,0.96,0.94,8.5033200,3,29290.077907638894,4.34,8.96
35,61 Vir d,61 Vir,123.01,0.476,5.11,22.9,0.943,0.35,311.6025017546999,106.62004772277496,5577.0,0.96,0.94,8.5033200,3,29290.077907638894,4.34,8.96
36,7 CMa b,7 CMa,735.1,1.758,13.4,587.9855,1.34,0.06,313.321964869454,77.62347166702881,4826.0,4.87,1.34,19.8101000,2,31379.79532579366,3.19,4.3
37,7 CMa c,7 CMa,996.0,2.153,13.9,276.5121,0.566,0.08,313.321964869454,95.06446786070138,4826.0,4.87,1.34,19.8101000,2,31379.79532579366,3.19,4.3
38,70 Vir b,70 Vir,116.688,0.481,12.6,2380.45,6.54,0.3988,312.408714869454,54.72508251797226,5495.0,1.89,1.09,17.9011000,1,29281.62322763889,3.95,7.77
39,75 Cet b,75 Cet,691.9,2.1,13.1,953.49,2.33,0.117,313.321964869454,43.00640580414453,4846.0,10.5,2.49,82.9613000,1,31379.79532579366,2.63,0.1989708023391942
40,8 UMi b,8 UMi,93.4,0.49,13.6,416.3573,0.91,0.06,313.321964869454,10.229679050500396,4847.0,10.3,1.44,162.5520000,1,31379.79532579366,2.57,1.7
41,81 Cet b,81 Cet,952.7,2.5,12.8,1684.4,4.41,0.206,309.2910124885017,48.87091568652787,4785.0,11.0,2.4,101.2600000,1,31379.79532579366,2.35,0.1989708023391942
42,91 Aqr b,91 Aqr,181.4,0.7,13.1,1017.0,2.49,0.027,313.321964869454,13.683856392227804,4665.0,11.0,1.4,44.0304000,1,31379.79532579366,2.52,3.56
43,AB Aur b,AB Aur,3165.0796094172,93.9,12.5,2860.45566,8.05,0.4,,6821.455244947924,9770.0,2.96,2.4,162.1270000,1,,3.77,0.003
44,AB Pic b,AB Pic,3165.0796094172,260.0,12.3,4290.5,12.7,0.0,,55908.32754538788,5285.0,1.0,0.9,50.0475000,1,,4.53,0.03
45,AF Lep b,AF Lep,7520.0,7.99,12.8,1664.46737,4.36,0.47,1400.0,1374.484729500459,6100.0,1.25,1.2,26.8564000,1,29306.735907638893,4.4,0.024
46,AU Mic b,AU Mic,8.4629991,0.0645,4.07,20.12,1.32,0.186,593.0,19.1,3588.0,0.7,0.5,9.7221000,2,76.64,4.39,0.022
47,AU Mic c,AU Mic,18.858991,0.1101,3.24,9.6,1.22,0.041,454.0,31.7,3700.0,0.75,0.5,9.7221000,2,29292.144907638893,4.39,0.022
48,BD+03 2562 b,BD+03 2562,481.9,1.3,12.7,2034.112,5.46,0.2,313.321964869454,8.64,4095.0,32.35,1.14,1070.6300000,1,31379.79532579366,1.89,5.2
49,BD+14 4559 b,BD+14 4559,268.94,0.78,13.8,330.5432,0.691,0.29,311.6025017546999,195.0290495769345,4864.0,0.86,0.49,49.3520000,1,29290.077907638894,4.26,0.1481660716960628
50,BD+15 2375 b,BD+15 2375,153.22,0.576,13.8,337.21763,0.705,0.001,313.321964869454,13.838932817423045,4649.0,8.95,1.08,768.0450000,1,31379.79532579366,2.61,7.41
51,BD+15 2940 b,BD+15 2940,137.48,0.539,13.7,352.78,0.754,0.26,313.321964869454,7.884507730759831,4796.0,14.7,1.1,426.4200000,1,31379.79532579366,2.8,7.1
52,BD+20 2457 b,BD+20 2457,379.63,1.05,11.6,17668.1697,62.2,0.15,313.321964869454,3.179155596617274,4259.0,71.02,10.83,1539.7100000,2,31379.79532579366,1.77,0.1219997781264788
53,BD+20 2457 c,BD+20 2457,621.99,2.01,12.4,3963.17,11.4,0.18,313.321964869454,8.820701598605153,4137.0,49.0,2.8,1539.7100000,2,31379.79532579366,1.51,0.1943396356725275
54,BD+20 274 b,BD+20 274,578.2,1.3,13.0,1334.886,3.34,0.21,313.321964869454,16.15847616918725,4296.0,17.3,0.8,1322.5100000,1,31379.79532579366,1.99,0.1502948216960628
55,BD+20 594 b,BD+20 594,41.6855,0.241,2.578,22.2481,7.89,0.0,546.0,55.8,5766.0,1.08,1.67,179.4610000,1,29306.735907638893,4.5,3.34
56,BD+45 564 b,BD+45 564,307.88,0.83,13.6,432.24663,0.944,0.12,311.6025017546999,220.3414618360491,5004.0,0.81,0.81,53.6220000,1,29290.077907638894,4.22,0.1502948216960628
57,BD+48 738 b,BD+48 738,392.6,1.0,13.9,289.2253,0.592,0.2,313.321964869454,19.548366274611148,4414.0,11.0,0.74,871.4930000,1,31379.79532579366,2.24,0.1502948216960628
58,BD+48 740 b,BD+48 740,733.0,1.7,13.5,540.311,1.21,0.76,313.321964869454,35.38765240418475,4534.0,10.33,1.09,666.5890000,1,31379.79532579366,2.48,0.1502031550293961
59,BD+49 828 b,BD+49 828,2590.0,4.2,13.5,508.5,1.14,0.35,270.9961502904408,118.8334897219783,4943.0,7.6,1.52,442.0420000,1,31379.79532579366,2.85,2.34
60,BD+55 362 b,BD+55 362,265.59,0.78,14.0,228.83645,0.458,0.27,311.6025017546999,186.3610918179596,5012.0,0.9,0.91,52.5697000,1,29290.077907638894,4.09,0.1502948216960628
61,BD+60 1417 b,BD+60 1417,3165.0796094172,1662.0,14.684,4767.4261,8.27,0.0,1303.0,446729.0402905512,4993.0,0.8,1.0,44.9543000,1,29292.144907638893,4.55,0.1
62,BD+63 1405 b,BD+63 1405,1198.48,2.06,13.0,1258.60049,3.15,0.88,311.6025017546999,553.7074747283607,5000.0,0.8,0.82,38.0473000,1,29292.144907638893,4.2,0.1502948216960628
63,BD-00 4475 b,BD-00 4475,723.2,1.48,12.0,7961.6016,25.3,0.39,311.6025017546999,378.8659558936542,5040.0,0.84,0.81,42.6402000,1,29290.077907638894,4.25,0.1502948216960628
64,BD-06 1339 b,BD-06 1339,3.8728,0.0428,2.85,8.5,2.02,0.0,328.5948498501004,13.338218611720189,4324.0,0.69,0.7,20.2695000,2,29316.89940763889,4.74,4.4
65,BD-06 1339 c,BD-06 1339,125.94,0.435,8.38,53.0,0.495,0.31,309.1427162364742,135.563670469586,4324.0,0.69,0.7,20.2695000,2,29316.89940763889,4.74,4.4
66,BD-08 2823 b,BD-08 2823,5.6,0.06,3.61,12.7132,1.48,0.15,326.0014738600791,18.17172076231459,4816.0,0.71,0.5,41.3342000,2,29316.89940763889,4.43,4.5
67,BD-08 2823 c,BD-08 2823,237.6,0.68,12.5,104.0,0.293,0.19,309.71051816884136,203.08580518623808,4746.0,0.72,0.74,41.3342000,2,29292.144907638893,4.13,4.5
68,BD-10 3166 b,BD-10 3166,3.48777,0.04,14.1,187.5197,0.368,0.02,331.0546353683261,9.451957319592204,5393.0,0.91,1.47,84.4069000,1,29290.077907638894,4.69,1.0
69,BD-11 4672 b,BD-11 4672,1634.0,2.36,14.1,206.5895,0.405,0.05,305.24478874729675,792.9306070139146,4550.0,0.64,0.65,27.1665000,2,29316.89940763889,4.64,7.4
70,BD-11 4672 c,BD-11 4672,74.2,0.3,4.04,15.37,1.28,0.4,307.08153874729675,100.79626360346371,4550.0,0.64,0.65,27.1665000,2,29316.89940763889,4.64,7.4
71,BD-13 2130 b,BD-13 2130,714.29999,1.66,12.5,3108.3774,8.75,0.21,313.321964869454,18.620405225581614,4545.0,19.17,2.12,925.2140000,1,31379.79532579366,2.2,0.74
72,BD-17 63 b,BD-17 63,655.6,1.34,12.8,1620.9,4.25,0.54,309.1427162364742,417.5984331706788,4714.0,0.69,0.74,34.4603000,1,29316.89940763889,4.26,4.3
73,CD Cet b,CD Cet,2.2907,0.0185,1.82,3.95,3.6,0.0,464.0,23.40054433460805,3130.0,0.17,0.16,8.6071500,1,8.6,4.93,3.0
74,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.5,2.6,12.4,3337.1,9.62,0.0,370.0,,580.5,1.0753478573127595,0.5075928571428556,23.1000000,1,29306.735907638893,4.72,0.1481660716960628
75,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.0,200.0,20.849,2479.06157,1.5,0.0,1800.0,179193.35751726886,2320.0,0.24,0.01, ,1,29316.114134722226,3.85,0.003
76,CHXR 73 b,CHXR 73,3165.0796094172,210.0,12.3,3994.486,11.8,0.0,,,3099.0,1.2960711271637302,0.5075928571428556,190.3740000,1,,,0.002
77,CI Tau b,CI Tau,8.9891,,12.4,3686.828,10.6,0.25,,,3807.0,1.88,0.9,157.9980000,1,,,0.003
78,COCONUTS-2 b,COCONUTS-2 A,402000000.0,7506.0,12.442,2002.31896,5.71,0.0,434.0,4138539.5123834456,3406.0,0.39,0.37,10.8864000,1,29305.75584097223,4.83,0.475
79,CT Cha b,CT Cha,3165.0796094172,440.0,24.66,5403.0,1.98,0.0,2600.0,56317.91236257021,4403.0,1.68,,190.7200000,1,29478.56418763889,3.66,0.002
80,CoRoT-1 b,CoRoT-1,1.5089557,0.02752,16.7,327.35,0.38,0.0,1898.0,4.92,5950.0,1.11,0.95,787.9090000,1,2852.63,4.25,1.6
81,CoRoT-10 b,CoRoT-10,13.2406,0.1055,10.87,874.0,3.7,0.53,600.0,31.33,5075.0,0.79,0.89,338.3860000,1,29292.144907638893,4.65,3.0
82,CoRoT-11 b,CoRoT-11,2.99433,0.0436,16.03,740.51,0.99,0.0,1657.0,6.89,6440.0,1.37,1.27,655.0370000,1,29286.41423763889,4.22,2.0
83,CoRoT-12 b,CoRoT-12,2.828042,0.04016,16.14,291.438,0.411,0.07,1442.0,8.0972,5675.0,1.12,1.08,1126.3700000,1,661.13,4.38,6.3
84,CoRoT-13 b,CoRoT-13,4.03519,0.051,9.92,415.704,2.34,0.0,1700.0,10.81,5945.0,1.01,1.09,1148.9300000,1,546.53,4.46,1.635
85,CoRoT-14 b,CoRoT-14,1.51214,0.027,12.22,2415.4,7.3,0.0,1952.0,4.78,6035.0,1.21,1.13,1744.6000000,1,29306.735907638893,4.35,4.2
86,CoRoT-16 b,CoRoT-16,5.35227,0.0618,13.11,170.032,0.44,0.33,327.8934574459376,11.2,5650.0,1.19,1.1,732.4090000,1,29306.735907638893,4.36,6.73
87,CoRoT-17 b,CoRoT-17,3.7681,0.0461,11.43,772.29,2.82,0.0,1626.0,6.23,5740.0,1.59,1.04,1176.1200000,1,29286.41423763889,4.4,10.7
88,CoRoT-18 b,CoRoT-18,1.9000693,0.0295,14.68,1102.82,2.2,0.08,1550.0,6.35,5440.0,1.0,0.95,764.8890000,1,823.7,4.4,0.032
89,CoRoT-19 b,CoRoT-19,3.89713,0.0518,14.46,352.78,0.71,0.047,2000.0,6.7,6090.0,1.65,1.21,790.6630000,1,1103.81,4.07,5.0
90,CoRoT-2 b,CoRoT-2,1.7429935,0.02798,16.432,1102.82,1.47,0.0143,1521.0,6.7659,5625.0,0.91,0.96,213.2830000,1,932.91,4.53,2.7
91,CoRoT-20 b,CoRoT-20,9.24285,0.09,9.416,1366.669,8.87,0.59,1024.0,18.95,5880.0,1.02,1.14,844.0610000,2,180.87,4.35,0.1
92,CoRoT-20 c,CoRoT-20,1675.0,2.9,12.2,5403.11,16.4,0.6,305.8844629665797,455.17728770809896,4947.5,1.37,1.14,844.0610000,2,29286.41423763889,4.35,0.1
93,CoRoT-21 b,CoRoT-21,2.72474,0.0417,14.572,718.2958,1.36,0.0,331.8608484830802,4.6,6200.0,1.95,1.29,1398.8341969,1,29275.400927638897,3.7,4.1
94,CoRoT-22 b,CoRoT-22,9.75598,0.092,4.88,12.2,0.249,0.077,885.0,17.3,5939.0,1.14,1.1,627.1580000,1,29306.735907638893,4.36,3.3
95,CoRoT-23 b,CoRoT-23,3.6313,0.048,11.77,889.9,3.0,0.16,1660.0,6.85,5900.0,1.61,1.14,1060.9700000,1,29286.41423763889,4.3,7.2
96,CoRoT-24 b,CoRoT-24,5.1134,0.056,3.7,5.7,0.9,0.0,1070.0,10.9,4950.0,0.86,0.91,591.5550000,2,29290.077907638894,4.55,11.0
97,CoRoT-24 c,CoRoT-24,11.759,0.098,5.0,28.0,1.3,0.0,850.0,18.0,4950.0,0.86,0.91,591.5550000,2,29290.077907638894,4.55,11.0
98,CoRoT-25 b,CoRoT-25,4.86069,0.0578,12.11,85.81,0.15,0.0,1330.0,10.2,6040.0,1.19,1.09,1103.4800000,1,29306.735907638893,4.31,4.5
99,CoRoT-26 b,CoRoT-26,4.20474,0.0526,14.12,165.26,0.28,0.0,1600.0,6.28,5590.0,1.79,1.09,1045.1800000,1,29281.62322763889,3.99,8.6
100,CoRoT-27 b,CoRoT-27,3.57532,0.0476,11.287,3302.11,12.6,0.065,1500.0,9.48,5900.0,1.08,1.05,1010.2800000,1,29306.735907638893,4.4,4.21
101,CoRoT-28 b,CoRoT-28,5.20851,0.0603,10.705,153.82972,0.69,0.047,328.69967056069174,7.29,5150.0,1.78,1.01,766.1830000,1,29281.62322763889,3.6,12.0
102,CoRoT-29 b,CoRoT-29,2.85057,0.0386,10.088,270.1555,1.45,0.082,331.0546353683261,9.22,5260.0,0.9,0.97,806.5070000,1,29290.077907638894,4.3,4.5
103,CoRoT-3 b,CoRoT-3,4.2568,0.05783,11.32,6883.91,26.4,0.0,1695.0,7.8,6740.0,1.56,1.37,768.7710000,1,29286.41423763889,4.22,2.2
104,CoRoT-30 b,CoRoT-30,9.06005,0.0844,11.31,921.707,3.45,0.007,312.93778060523533,21.0,5650.0,0.91,0.98,1032.2300000,1,29290.077907638894,4.4,3.0
105,CoRoT-31 b,CoRoT-31,4.62941,0.0586,16.365,266.9772,0.33,0.02,328.69967056069174,7.2,5700.0,2.15,1.25,2005.7600000,1,29281.58900412699,3.85,4.7
106,CoRoT-35 b,CoRoT-35,3.22748,0.0429,18.831,349.61125,0.29,0.0,1747.0,5.590832754538789,6390.0,1.65,1.01,1123.2100000,1,29478.56418763889,4.01,6.1
107,CoRoT-36 b,CoRoT-36,5.616531,0.066,15.805,216.12332,0.25,0.0,1567.0,9.33691704958401,6730.0,1.52,1.32,925.9580000,1,29286.41423763889,4.16,2.1
108,CoRoT-4 b,CoRoT-4,9.20205,0.09,13.34,228.83,0.525,0.0,1074.0,17.36,6190.0,1.17,1.16,726.4120000,1,203.95,4.41,1.0
109,CoRoT-5 b,CoRoT-5,4.0378962,0.04947,15.558,148.42,0.217,0.09,1438.0,9.54,6100.0,1.19,1.0,882.4720000,1,786.29,4.19,6.9
110,CoRoT-6 b,CoRoT-6,8.886593,0.0855,13.068,940.74,2.32,0.1,1017.0,17.94,6090.0,1.03,1.05,645.2940000,1,29306.735907638893,4.43,2.5
111,CoRoT-7 b,CoRoT-7,0.85359163,0.017016,1.681,4.07661,9.355,0.0,1756.0,4.26,5275.0,0.83,0.82,159.9060000,3,29290.077907638894,4.5,1.8
112,CoRoT-7 c,CoRoT-7,3.698,0.046,2.83,8.4,2.04,0.0,331.0546353683261,11.501713180178188,5256.0,0.86,0.9,159.9060000,3,29290.077907638894,4.52,1.8
113,CoRoT-7 d,CoRoT-7,8.966,,4.31,17.142,1.18,0.0,,,5250.0,0.84,0.92,159.9060000,3,,4.57,1.8
114,CoRoT-8 b,CoRoT-8,6.21229,0.063,6.39,69.92,1.6,0.0,870.0,17.6,5080.0,0.77,0.88,322.0370000,1,29292.144907638893,4.58,3.0
115,CoRoT-9 b,CoRoT-9,95.272656,0.4021,11.949,266.9772,0.86,0.133,420.0,89.9,5625.0,0.96,0.96,412.9800000,1,29290.077907638894,4.54,6.0
116,CoRoTID 223977153 b,CoRoTID 223977153,6.71837,0.071,6.389,47.6745,1.1,0.0,938.0,11.69,5970.0,0.79,1.08,576.6830000,1,132.26,4.67,0.1502948216960628
117,DE CVn b,DE CVn,4098.1,5.75,12.4,3823.2733,11.0,0.0,253.9250682531461,2943.8908734979887,3579.0,0.42,0.51,30.5225000,1,29305.75584097223,4.8,0.1481660716960628
118,DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,246.36,0.36,11.9,9057.77,29.5,0.345,,,5792.666141491118,1.0771314953294928,0.5075928571428556,20.7700000,1,,4.35492018514614,1.0
119,DH Tau b,DH Tau,3165.0796094172,330.0,30.264,3496.0,0.693,0.0,2200.0,262816.92435866094,4371.0,0.27,0.33,134.8460000,1,29316.114134722226,4.0,0.001
120,DMPP-1 b,DMPP-1,18.57,0.1462,5.29,24.27,0.901,0.083,877.0,24.950541780023528,6196.0,1.26,1.21,62.5388000,4,29306.735907638893,4.41,2.01
121,DMPP-1 c,DMPP-1,6.584,0.0733,3.06,9.6,1.84,0.057,1239.0,12.509402958110291,6196.0,1.26,1.21,62.5388000,4,29306.735907638893,4.41,2.01
122,DMPP-1 d,DMPP-1,2.882,0.0422,1.65,3.35,4.1,0.07,1632.0,7.201866368789282,6196.0,1.26,1.21,62.5388000,4,29306.735907638893,4.41,2.01
123,DMPP-1 e,DMPP-1,5.516,0.0651,1.86,4.13,3.53,0.07,1314.0,11.10998816607067,6196.0,1.26,1.21,62.5388000,4,29306.735907638893,4.41,2.01
124,DMPP-2 b,DMPP-2,5.2072,0.0664,14.3,138.89171,0.261,0.078,1000.0,8.021419509537068,6500.0,1.78,1.44,137.9400000,1,29281.62322763889,4.1,2.0
125,DMPP-3 A b,DMPP-3 A,6.6732,0.0662,1.41,2.58,5.06,0.14,854.0,15.642989363925096,5138.0,0.91,0.87,45.2300000,1,29290.077907638894,4.3,10.9
126,DP Leo b,DP Leo,10220.0,8.19,12.7,1995.88832,5.35,0.39,225.1873436364897,176111.23176797185,13500.0,0.01,0.69,305.6840000,1,29303.35088472223,,0.1502948216960628
127,DS Tuc A b,DS Tuc A,8.138268,288.6525,5.7,413.179,34.78145967266004,0.0,850.0,20.35,5428.0,0.96,1.01,44.0622000,1,115.83,4.6,0.045
128,EPIC 201170410.02,EPIC 201170410,6.7987,0.0349,1.047,1.15,5.51,0.0,315.1663599715101,26.80220647436864,3648.0,0.28,0.29,134.0000000,1,29316.114134722226,5.0,0.1431829050293961
129,EPIC 201238110 b,EPIC 201238110,28.1656,,1.87,4.16,3.5,0.0,,61.5,3587.0,0.37,0.41,159.2590000,1,,4.78,0.1481660716960628
130,EPIC 201427007 b,EPIC 201427007,0.72091,,1.5,2.86,4.66,0.0,,3.1,5633.0,0.94,0.93,706.3910000,1,,4.4,0.1502948216960628
131,EPIC 201497682 b,EPIC 201497682,2.13174,,0.692,0.26,4.31,0.0,,,4991.0,0.55,0.78,253.0260000,1,,4.63,0.1502948216960628
132,EPIC 201595106 b,EPIC 201595106,0.877214,288.6525,1.3,2.24,5.6,0.0,1874.0,5.8,5820.0,0.93,1.02,232.1000000,1,29290.077907638894,4.6,0.1502948216960628
133,EPIC 201615463 c,K2-166,3.80464,,1.22,1.98,5.99,0.0,,,5942.5,1.6,1.07,476.8820000,2,,4.09,0.1502948216960628
134,EPIC 201754305 d,K2-16,2.71578,,1.03,1.08,5.43,0.0,,,4761.0,0.54,0.67,334.9670000,3,,4.63,0.1481660716960628
135,EPIC 201757695.02,EPIC 201757695,2.0478,0.0296,0.908,0.688,5.05,0.0,339.6060132551918,9.643860695474832,4520.0,0.66,0.73,577.6000000,1,29316.89940763889,4.66,0.1502948216960628
136,EPIC 201833600 c,K2-50,3.96151,,1.0,0.972,5.34,0.0,,12.4,4292.67,0.63,0.61,257.4430000,2,,4.74,0.1481660716960628
137,EPIC 201841433 b,EPIC 201841433,4.1698,0.035,1.04,1.12,5.47,0.0,325.3451251574887,11.5,5053.0,0.63,0.8,436.4880000,1,29316.89940763889,4.59,0.1502948216960628
138,EPIC 205950854 c,K2-168,8.050722,288.6525,1.31,2.27,5.55,0.0,961.0,16.18,5502.7,0.83,0.88,243.9350000,2,29290.077907638894,4.39,0.1502948216960628
139,EPIC 206024342 b,EPIC 206024342,4.50756,,1.7,3.53,3.95,0.0,,13.9,5724.0,0.82,0.93,369.8880000,3,,4.59,0.1502948216960628
140,EPIC 206024342 c,EPIC 206024342,0.911724,,1.4,2.54,5.09,0.0,,4.7,5724.0,1.1,0.93,369.8880000,3,,4.5,0.1502948216960628
141,EPIC 206024342 d,EPIC 206024342,14.647531,,2.6,7.27,2.27,0.0,,29.0,5724.0,1.1,0.93,369.8880000,3,,4.5,0.1502948216960628
142,EPIC 206032309 b,EPIC 206032309,2.87814,,1.01,1.01,5.39,0.0,,,3489.0,0.37,0.22,161.3650000,1,,4.85,0.2210282621722535
143,EPIC 206042996 b,EPIC 206042996,5.2986,,1.7,3.53,3.95,0.0,,16.0,4114.0,0.5,0.57,451.7690000,2,,4.8,0.1481660716960628
144,EPIC 206042996 c,EPIC 206042996,0.354884,,1.2,1.87,5.95,0.0,,2.6,4114.0,0.5,0.57,451.7690000,2,,4.8,0.1481660716960628
145,EPIC 206215704 b,EPIC 206215704,2.255436,,1.0,0.972,5.34,0.0,,17.0,3297.0,0.25,0.41,109.8880000,1,,4.9,0.1481660716960628
146,EPIC 206317286 b,EPIC 206317286,1.58252,,0.96,0.84,5.22,0.0,,6.1,4864.0,0.67,0.71,314.3500000,2,,4.6,0.1502948216960628
147,EPIC 206317286 c,EPIC 206317286,17.515472,,2.094,5.03,3.01,0.0,,34.54,4752.0,0.76,0.83,314.3500000,2,,4.6,0.1502948216960628
148,EPIC 211822797 b,EPIC 211822797,21.1701963,0.1195,1.92,4.35,3.38,0.06,431.0,44.37,4057.0,0.58,0.62,186.1970000,1,3.5,4.7,0.79
149,EPIC 211945201 b,EPIC 211945201,19.49221,0.1493,5.76,27.0,0.65,0.0,817.0,35.63,6069.0,1.39,1.17,181.6900000,1,31.91,4.22,3.99
150,EPIC 212297394 b,EPIC 212297394,2.289363,288.6525,1.48,2.79,4.73,0.0,1149.0,8.53,5171.0,0.8,0.83,418.3950000,2,29292.144907638893,4.55,0.1502948216960628
151,EPIC 212297394 c,EPIC 212297394,5.213965,288.6525,2.27,5.77,2.71,0.0,866.0,14.45,5171.0,0.8,0.83,418.3950000,2,29292.144907638893,4.55,0.1502948216960628
152,EPIC 212424622 b,EPIC 212424622,18.0983,,2.17,5.35,2.88,0.0,,27.9,5782.33,1.22,1.11,611.8040000,1,,4.3,0.1502031550293961
153,EPIC 212499991 b,EPIC 212499991,34.885,,1.6,3.19,4.28,0.0,,,4982.79,0.76,0.91,283.2900000,1,,4.61,0.1502948216960628
154,EPIC 212587672 b,EPIC 212587672,15.28078,288.6525,1.26,2.13,5.85,0.0,756.0,30.75,6004.0,0.98,0.99,320.0700000,2,29290.077907638894,4.45,0.1502948216960628
155,EPIC 212587672 c,EPIC 212587672,23.228555,288.6525,2.32,5.99,2.64,0.0,658.0,50.74,6004.0,0.98,0.99,320.0700000,2,29290.077907638894,4.45,0.1502948216960628
156,EPIC 212624936 b,EPIC 212624936,0.578657,,1.2,1.87,5.95,0.0,,3.0,5765.0,0.93,1.0,561.9290000,2,,4.4,0.1502948216960628
157,EPIC 212624936 c,EPIC 212624936,11.811437,,2.3,5.9,2.66,0.0,,41.0,5765.0,0.93,1.0,561.9290000,2,,4.4,0.1502948216960628
158,EPIC 212737443 b,EPIC 212737443,13.603,0.098,2.586,7.2,2.29,0.2,536.0,31.994,4684.0,0.67,0.69,336.2500000,2,29316.89940763889,4.62,0.1502948216960628
159,EPIC 212737443 c,EPIC 212737443,65.55,0.28,2.69,7.7,2.17,0.2,316.0,91.172,4684.0,0.67,0.69,336.2500000,2,29316.89940763889,4.62,0.1502948216960628
160,EPIC 220492298 b,EPIC 220492298,0.762406,,0.99,0.937,5.31,0.0,,3.2,5620.0,0.89,0.95,624.5120000,1,,4.5,0.1502948216960628
161,EPIC 220554210 c,K2-282,0.70531,,1.6,3.19,4.28,0.0,,3.0,5499.0,1.0,0.94,496.2890000,2,,4.5,0.1502948216960628
162,EPIC 220674823 b,EPIC 220674823,0.571212,0.01312,1.6,7.72,8.5,0.0,2119.0,2.9,5613.0,0.95,0.93,244.5900000,2,4293.0,4.6,5.0
163,EPIC 220674823 c,EPIC 220674823,13.334615,0.1091,2.2,5.8,2.0,0.18,741.0,26.0,5613.0,0.95,0.93,244.5900000,2,64.0,4.6,5.0
164,EPIC 228836835 b,EPIC 228836835,0.728113,288.6525,1.1,1.37,5.66,0.0,932.0,6.4,3782.0,0.32,0.42,150.1240000,1,29316.114134722226,5.0,0.1481660716960628
