,equilibrium_temperature_[k],orbital_period_[days],orbit_semi-major_axis_[au]),stellar_radius_[solar_radius],insolation_flux_earth
3936,1013.0,5.826662,0.064,0.91,184.34
3937,563.0,18.119869,0.13,0.79,24.08
3938,680.0,10.281951,0.089,0.79,51.27
3939,949.0,3.783986,0.046,0.79,194.35
3940,499.0,10.848463,0.08,0.55,20.51
3941,587.0,6.668391,0.058,0.55,39.26
3942,360.0,99.640161,0.404,0.89,3.55
3943,536.0,30.133001,0.182,0.89,17.48
3944,655.0,16.514043,0.122,0.89,38.95
3945,990.0,4.790936,0.053,0.89,203.17
3946,579.0,17.648312,0.127,0.81,21.46
3947,782.0,7.156804,0.069,0.81,71.5
3948,938.0,4.148141,0.048,0.81,148.1
3950,934.0,12.7207,0.1101,1.32,210.17
3951,1185.0,6.238297,0.0685,1.32,542.96
3952,332.0,15.368459,0.097,0.48,4.47
3953,429.0,7.113702,0.058,0.48,12.53
3954,554.0,3.306539,0.035,0.48,24.26
3955,598.0,16.239494,0.123,0.83,22.46
3956,819.0,6.308205,0.066,0.83,79.31
3957,530.0,20.477912,0.14,0.77,19.21
3958,686.0,9.439452,0.084,0.77,53.9
3959,970.0,3.33616,0.042,0.77,216.11
3960,667.0,11.187161,0.095,0.83,43.21
3961,896.0,4.60182,0.052,0.83,141.61
3962,998.0,3.21982106,0.04,0.8,240.15
3963,445.0,36.277108,0.202,0.8,9.49
3964,568.0,17.460812,0.124,0.8,25.15
3965,753.0,7.49019,0.071,0.8,77.75
3966,622.0,20.050401,0.14,0.8,31.27
3967,791.0,9.767292,0.087,0.8,81.57
3968,1038.0,4.311792,0.05,0.8,242.47
3969,559.0,20.026218,0.142,0.84,21.72
3970,850.0,5.715442,0.062,0.84,115.5
3971,613.0,14.496481,0.109,0.85,20.5
3972,742.0,8.20395,0.075,0.85,43.77
3973,397.0,36.065978,0.189,0.67,5.88
3974,562.0,12.718092,0.094,0.67,23.6
3975,696.0,7.953528,0.074,0.74,59.84
3976,864.0,4.144495,0.048,0.74,142.74
3977,792.0,18.998355,0.138,1.29,81.51
3978,1305.0,4.244384,0.051,1.29,601.89
3979,915.0,12.3335,0.106,1.07,144.83
3980,1050.0,8.1453,0.08,1.07,252.25
3981,366.0,56.228098,0.268,0.76,4.32
3982,616.0,11.763051,0.095,0.76,34.75
3983,568.0,50.447,0.2747,0.96,35.87
3984,731.0,23.654,0.1658,0.96,98.46
3985,888.0,13.233549,0.115,1.43,213.48
3986,1146.0,6.155557,0.069,1.43,592.3
3987,1642.0,2.090876,0.034,1.43,2500.59
3988,687.0,8.103636,0.071,0.72,60.64
3989,823.0,4.715106,0.05,0.72,124.96
3990,329.0,23.968127,0.132,0.51,3.8
3991,469.0,8.295611,0.065,0.51,15.63
3992,306.0,46.183669,0.213,0.55,1.33
3993,401.0,20.060548,0.122,0.55,4.03
3994,555.0,7.824904,0.065,0.55,14.2
3995,731.0,3.340222,0.037,0.55,44.0
3996,1025.0,7.21205,0.077,1.11,273.3
3997,1420.0,2.711506,0.04,1.11,1007.72
3998,390.0,60.418955,0.287,0.76,6.2
3999,751.0,8.472382,0.077,0.76,85.13
4000,806.0,11.379349,0.101,0.97,116.52
4001,1104.0,4.431222,0.054,0.97,410.58
4002,393.0,19.271566,0.114,0.49,6.27
4003,488.0,10.065275,0.074,0.49,14.88
4004,359.0,91.773242,0.38,0.82,2.98
4005,506.0,32.625555,0.191,0.82,11.82
4006,896.0,15.274299,0.124,1.55,161.04
4007,1008.0,10.7421,0.099,1.52,257.39
4008,496.0,42.42720032,0.2274,1.01,14.33
4009,1664.0,1.43474156,0.0252,1.03,1740.86
4010,508.0,58.6017925,0.2996,1.0,17.02
4011,776.0,25.0824626,0.1685,1.2,85.76
4012,508.0,89.722292,0.394,1.2,15.69
4013,480.0,78.1000231,0.3625,1.21,10.34
4014,1108.0,4.27103091,0.0514,0.92,356.54
4015,794.0,2.89221751,0.034,0.63,124.87
4016,267.0,187.747029,0.5791,0.79,1.3
4017,1319.0,2.54307286,0.0358,0.99,995.67
4018,1558.0,2.16845259,0.0337,1.0,766.34
4019,849.0,10.3039,0.091,1.06,146.36
4020,786.0,13.0241,0.107,1.06,107.22
4021,653.0,22.6845,0.155,1.06,51.12
4022,582.0,31.9996,0.195,1.06,32.34
4023,513.0,46.6888,0.25,1.06,19.53
4024,376.0,118.3807,0.466,1.06,5.65
4025,1008.0,12.691112,0.107,1.15,153.88
4026,743.0,31.719775,0.198,1.15,45.34
4027,1000.0,6.42200058,0.0684,1.34,238.51
4028,393.0,81.3151059,0.3483,0.91,3.58
4029,546.0,51.3285623,0.2731,0.94,22.98
4030,736.0,19.79191978,0.1473,1.15,160.28
4031,1321.0,5.03728015,0.0628,1.41,813.52
4032,729.0,4.42157218,0.0471,0.68,47.18
4033,2199.0,1.25275217,0.0239,1.17,2399.97
4034,1897.0,0.57103852,0.0126,0.82,2387.26
4035,1063.0,4.51005748,0.0511,0.84,206.41
4036,787.0,37.6467384,0.2466,1.06,11.38
4037,1356.0,3.341815,0.046,1.16,677.5
4038,333.0,224.784608,0.761,1.16,2.48
4039,609.0,9.69312032,0.0754,0.7,43.14
4040,938.0,8.79617863,0.0872,1.15,118.52
4041,918.0,14.36267939,0.1239,1.54,254.96
4042,558.0,42.3004954,0.2415,1.17,22.85
4043,631.0,14.97435694,0.1102,0.83,39.32
4044,1381.0,23.5540725,0.2134,1.73,516.1
4045,488.0,41.6977827,0.233,0.93,15.79
4046,938.0,4.79028459,0.0546,0.93,194.98
4047,502.0,38.6715075,0.2079,0.97,20.01
4048,938.0,8.3265153,0.0812,1.17,182.69
4049,809.0,8.408878,0.076,0.84,123.82
4050,538.0,28.574263,0.172,0.84,24.25
4051,1027.0,2.94902905,0.0369,0.74,206.87
4052,1008.0,13.15141081,0.1187,1.59,205.27
4053,526.0,42.1917357,0.2315,0.89,23.26
4054,1061.0,4.33946454,0.0497,0.9,190.02
4055,621.0,2.85234897,0.0305,0.34,50.78
4056,778.0,17.6700642,0.1348,0.94,41.04
4057,374.0,108.593329,0.4126,0.93,4.55
4058,994.0,5.12330347,0.0556,0.95,160.76
4059,424.0,61.6178167,0.302,0.91,6.45
4060,737.0,24.3397804,0.1644,1.0,32.27
4061,503.0,76.5369586,0.3528,1.0,7.01
4062,775.0,4.754,0.0502,0.69,105.33
4063,628.0,8.92507,0.0763,0.69,45.6
4064,904.0,5.45298175,0.0595,0.81,162.65
4065,1072.0,3.26663995,0.0423,0.84,312.85
4066,981.0,4.27225018,0.0506,0.84,218.63
4067,1159.0,3.53232449,0.0459,1.04,453.14
4068,384.0,62.8916228,0.2881,0.83,4.55
4069,703.0,11.55562343,0.0983,0.9,55.76
4070,611.0,17.13263989,0.1242,0.81,29.86
4071,451.0,76.957857,0.3436,0.94,25.76
4072,922.0,2.36172433,0.0299,0.68,150.06
4073,1020.0,23.9210791,0.1871,1.84,197.85
4074,1080.0,3.17060005,0.0415,0.92,245.9
4075,1693.0,0.81316672,0.0165,0.91,1717.28
4076,586.0,5.188549,0.053,0.67,92.53
4077,507.0,8.041,0.06482,0.54,51.62
4078,446.0,11.776,0.08358,0.54,31.02
4079,500.0,24.0862707,0.1478,0.73,13.05
4080,1471.0,2.34451194,0.0345,1.07,1146.95
4081,902.0,18.3027248,0.1343,0.96,147.82
4082,976.0,2.88890485,0.0371,0.77,173.06
4083,234.0,210.630591,0.6477,0.77,0.57
4084,811.0,17.14647302,0.1291,0.96,62.06
4085,958.0,3.97076766,0.0443,0.75,198.43
4086,1019.0,2.3522658,0.0325,0.7,227.96
4087,872.0,10.62784997,0.0961,1.14,206.56
4088,1397.0,1.10446351,0.0188,0.77,815.41
4089,1128.0,3.73089898,0.0473,1.01,653.83
4090,1489.0,2.403679,0.036,1.21,1215.76
4091,960.0,8.990889,0.087,1.21,209.1
4092,1432.0,2.78786839,0.0382,0.72,153.74
4093,485.0,65.6478424,0.3197,0.85,4.86
4094,806.0,1.64680191,0.0223,0.53,139.6
4095,1343.0,1.75583533,0.0277,0.88,761.81
4096,1314.0,5.1856142,0.0631,1.43,652.97
4097,1117.0,8.45808312,0.0875,1.43,339.57
4098,609.0,33.469743,0.2006,1.03,32.52
4099,787.0,11.89520511,0.0994,1.0,83.01
4100,732.0,4.45743164,0.0448,0.71,95.44
4101,1079.0,13.5396293,0.1246,1.95,449.7
4102,677.0,22.70816791,0.1603,1.28,80.98
4103,1251.0,5.968734,0.069,1.45,594.45
4104,964.0,13.07163,0.116,1.45,208.98
4105,839.0,7.97034958,0.0755,0.89,93.31
4106,485.0,10.71252541,0.0784,0.57,26.23
4107,490.0,32.5637069,0.19,0.84,12.24
4108,1211.0,6.11786898,0.0685,1.35,511.76
4109,936.0,3.97599768,0.0457,0.79,181.21
4110,946.0,9.478522,0.0914,1.18,464.77
4111,644.0,29.96870041,0.1969,1.08,40.76
4112,486.0,33.2406882,0.1975,0.86,14.19
4113,1419.0,1.00393374,0.0175,0.75,1039.7
4114,379.0,55.8226539,0.2663,0.82,4.11
4115,1125.0,6.11009134,0.0709,1.23,348.05
4116,984.0,18.7959228,0.1445,1.61,157.54
4117,704.0,50.790391,0.2804,1.61,41.86
4118,705.0,9.98969327,0.088,0.76,69.54
4119,2700.0,1.44259224,0.0284,1.95,10171.0
4120,675.0,26.0204423,0.168,0.89,26.36
4121,1650.0,0.7698536,0.0157,0.82,1462.1
4122,1156.0,6.89225223,0.0732,1.04,641.81
4123,515.0,37.94563,0.2181,0.86,12.94
4124,595.0,24.1738579,0.1589,1.02,26.09
4125,377.0,106.247547,0.4301,0.97,11.86
4126,378.0,31.80634,0.1596,0.75,23.24
4127,1137.0,2.68505749,0.0346,0.81,288.57
4128,784.0,7.518496,0.073,1.09,79.75
4129,564.0,20.17202,0.141,1.09,21.41
4130,765.0,16.8601286,0.1246,1.14,175.85
4131,1374.0,4.89337519,0.0621,1.3,831.14
4132,796.0,11.17394617,0.0981,1.05,197.88
4133,555.0,28.5057189,0.1793,0.99,61.66
4134,529.0,53.5991044,0.2863,1.07,18.04
4135,355.0,104.3518976,0.4297,0.87,9.31
4136,724.0,16.07677615,0.1281,0.93,85.39
4137,701.0,18.87064068,0.1401,1.09,72.96
4138,775.0,17.1369543,0.135,1.06,165.57
4139,1158.0,3.78858982,0.0467,1.16,449.94
4140,1213.0,2.422082,0.035,0.84,745.28
4141,1016.0,4.125103,0.049,0.84,367.32
4142,609.0,10.45843441,0.0845,0.72,24.21
4143,952.0,5.60014851,0.0587,0.81,167.18
4144,600.0,25.2034787,0.1693,0.83,34.74
4145,1453.0,2.83265213,0.0403,1.21,1286.39
4146,676.0,16.22371307,0.1212,0.92,49.35
4147,702.0,8.49642241,0.0726,0.71,79.03
4148,436.0,66.1849031,0.3179,0.97,8.3
4149,1011.0,2.03231845,0.0283,0.72,267.14
4150,830.0,7.6847716,0.0732,0.9,108.07
4151,931.0,15.0447198,0.1152,1.17,92.58
4152,1480.0,4.4379629,0.0553,1.48,877.54
4153,575.0,6.312501,0.055,0.53,42.69
4154,455.0,12.794585,0.088,0.53,16.62
4155,1174.0,1.11854972,0.0188,0.7,544.53
4156,789.0,15.18725932,0.1183,1.24,89.43
4157,547.0,28.6851324,0.179,1.04,23.88
4158,1188.0,0.58800076,0.0114,0.61,723.81
4159,448.0,85.7350285,0.3877,1.03,7.02
4160,1667.0,1.07839035,0.0196,0.81,1038.49
4161,1314.0,1.21699766,0.0201,0.75,588.02
4162,802.0,13.68237119,0.1156,1.06,352.51
4163,665.0,11.08507637,0.0901,0.76,37.66
4164,755.0,25.369116,0.18,1.38,63.25
4165,997.0,3.177422,0.039,0.7,220.49
4166,425.0,41.008011,0.216,0.7,7.3
4167,856.0,8.07124073,0.0753,0.92,152.05
4168,840.0,11.01816836,0.0985,0.94,139.85
4169,795.0,12.94130146,0.1082,1.15,142.1
4170,1156.0,5.34982412,0.0635,1.21,595.42
4171,591.0,18.82634264,0.128,0.8,23.18
4172,1046.0,4.76703963,0.0528,0.93,253.96
4173,1191.0,4.37034536,0.0519,0.98,415.55
4174,1542.0,2.03232507,0.0326,1.08,1302.95
4175,684.0,22.9221266,0.1564,1.1,84.83
4176,1159.0,16.10467749,0.1418,1.94,430.69
4177,1159.0,5.766193,0.064,1.22,448.1
4178,897.0,12.465988,0.108,1.22,160.5
4179,747.0,21.587475,0.155,1.22,77.14
4180,618.0,37.993273,0.227,1.22,36.3
4181,543.0,56.268,0.287,0.95,21.52
4182,899.0,7.42693741,0.0734,0.99,177.84
4183,632.0,12.00096042,0.0906,0.82,37.81
4184,1246.0,1.91694425,0.0282,0.8,416.23
4185,557.0,16.301259,0.1186,0.75,20.51
4186,872.0,13.32351601,0.1165,1.22,132.66
4187,1453.0,7.01075434,0.0771,1.19,324.28
4188,809.0,17.2923453,0.1361,1.02,140.38
4189,369.0,94.2887577,0.4092,0.95,4.18
4190,1757.0,0.57736958,0.0125,0.74,1598.66
4191,212.0,86.828989,0.3006,0.51,0.52
4192,817.0,17.232366,0.135,1.26,138.81
4193,706.0,26.695074,0.181,1.26,77.4
4194,946.0,9.95661537,0.0921,1.08,153.93
4195,870.0,10.41725184,0.0914,1.0,117.52
4196,523.0,26.7839183,0.1673,0.89,14.6
4197,604.0,45.1263042,0.263,1.25,30.06
4198,625.0,11.94014029,0.096,0.76,40.12
4199,985.0,4.16055856,0.0491,0.9,265.32
4200,480.0,31.0571618,0.1803,0.82,13.57
4201,366.0,84.5733226,0.3778,0.9,4.04
4202,1389.0,4.14787559,0.0541,1.48,1195.2
4203,1183.0,5.19104016,0.0625,1.57,462.91
4204,892.0,3.410493,0.039,0.64,198.84
4205,560.0,13.821375,0.1,0.64,30.72
4206,428.0,30.950851,0.17,0.64,10.5
4207,1121.0,4.8663815,0.0557,0.96,539.13
4208,612.0,18.5525701,0.1336,0.8,31.46
4209,639.0,13.62798432,0.1039,0.74,29.0
4210,690.0,16.8320729,0.1256,0.94,36.16
4211,1839.0,3.70428172,0.0502,1.77,4756.32
4212,1043.0,4.35409304,0.0484,0.83,194.34
4213,1190.0,2.93658468,0.0372,0.83,328.98
4214,554.0,11.32271513,0.0848,0.69,26.45
4215,676.0,13.71220213,0.1091,0.82,41.47
4216,1035.0,7.46725407,0.0806,1.21,271.25
4217,647.0,24.3347127,0.167,1.28,98.34
4218,590.0,4.164389,0.041,0.51,33.18
4219,529.0,5.774464,0.051,0.51,16.81
4220,1431.0,2.60754383,0.0393,0.98,1866.19
4221,487.0,45.0904643,0.2478,0.89,13.78
4222,665.0,15.0540329,0.1078,1.09,57.58
4223,501.0,68.8861915,0.3133,1.1,21.62
4224,660.0,9.99113313,0.0833,0.75,33.98
4225,927.0,3.60084276,0.0422,0.75,132.39
4226,794.0,5.72717226,0.0575,0.75,71.31
4227,694.0,36.2919336,0.2226,1.12,39.67
4228,933.0,12.4127754,0.1063,1.36,211.55
4229,1252.0,2.66831376,0.0376,0.87,546.91
4230,2335.0,0.98494017,0.0201,0.99,2775.0
4231,1681.0,0.66308526,0.0141,0.77,2460.58
4232,1009.0,10.495711,0.099,1.36,298.09
4233,790.0,21.869741,0.162,1.36,112.13
4234,475.0,100.283134,0.448,1.36,14.71
4235,823.0,19.1187753,0.1444,1.08,171.93
4236,396.0,48.4308991,0.239,0.77,4.74
4237,949.0,8.67900242,0.083,0.98,142.54
4238,907.0,4.55139967,0.0499,0.8,144.81
4239,1677.0,0.96852602,0.0191,0.98,2367.8
4240,732.0,6.49441289,0.0612,0.69,58.15
4241,489.0,28.474748,0.1689,0.76,10.31
4242,881.0,4.86631012,0.052,0.83,142.39
4243,774.0,13.0313945,0.1057,1.2,86.47
4244,627.0,40.9903986,0.2383,1.09,40.65
4245,657.0,37.3331536,0.226,1.15,69.0
4246,884.0,14.435889,0.125,1.36,159.16
4247,698.0,29.393195,0.2,1.36,61.69
4248,590.0,48.630408,0.28,1.36,31.52
4249,1598.0,6.03356196,0.0663,3.38,1217.39
4250,1484.0,3.0255955,0.0418,1.23,975.18
4251,542.0,51.1309704,0.2705,1.09,34.43
4252,573.0,28.625653,0.1857,0.91,14.88
4253,1384.0,6.98152703,0.0806,2.17,975.81
4254,1368.0,3.65691115,0.0488,1.36,822.48
4255,886.0,12.5720095,0.1072,1.21,139.77
4256,496.0,40.8365012,0.2237,0.92,12.11
4257,1213.0,3.23941344,0.0419,1.16,1314.67
4258,738.0,23.4774101,0.1633,1.33,190.85
4259,968.0,15.09,0.1231,1.61,227.4
4260,843.0,22.804,0.1622,1.61,130.98
4261,757.0,66.5579057,0.38,1.32,35.29
4262,1123.0,3.11602791,0.0415,0.83,375.55
4263,1418.0,2.13194651,0.0335,0.89,672.53
4264,764.0,12.9460978,0.1062,1.25,80.34
4265,1703.0,0.66407381,0.0143,0.79,2190.08
4266,874.0,14.7967458,0.1268,1.28,181.59
4267,888.0,11.25402929,0.0991,0.98,151.77
4268,796.0,11.47685909,0.0976,0.94,78.16
4269,2017.0,2.76122421,0.0435,1.29,3906.36
4270,1113.0,7.99019627,0.0785,1.17,223.44
4271,910.0,15.79,0.13,1.65,158.31
4272,525.0,82.2,0.39,1.65,17.55
4274,1098.0,4.69500134,0.0557,0.93,443.22
4275,739.0,8.63043276,0.0779,0.8,62.82
4276,1195.0,3.27646405,0.0443,0.93,521.1
4277,1183.0,5.57654784,0.0659,1.28,929.12
4278,401.0,115.6862258,0.4684,0.97,12.36
4279,1029.0,3.81371974,0.0464,0.89,279.94
4280,1285.0,8.3839865,0.0896,0.83,399.01
4281,1790.0,1.68189002,0.0283,0.99,2760.59
4282,1373.0,7.12811928,0.082,2.0,1003.03
4283,588.0,19.9400874,0.1357,0.91,45.15
4284,982.0,8.457458,0.079,1.13,221.73
4285,683.0,27.50868,0.178,1.17,46.01
4286,451.0,87.517905,0.377,1.13,9.83
4287,954.0,22.2419092,0.1655,1.79,149.41
4288,734.0,9.08237046,0.0815,0.81,76.14
4289,778.0,8.83922659,0.0795,0.82,58.34
4290,891.0,7.56127224,0.0751,1.0,182.38
4291,715.0,16.1288853,0.1202,0.81,61.87
4292,733.0,13.5630972,0.1109,0.96,103.51
4293,678.0,16.29595382,0.123,0.97,52.15
4294,768.0,18.01621096,0.1369,1.08,41.19
4295,662.0,2.10433812,0.025,0.34,58.11
4296,491.0,28.8432647,0.1679,0.8,13.77
4297,718.0,16.092,0.1238,1.03,66.12
4298,615.0,25.5169,0.1684,1.03,35.74
4299,1883.0,0.67933627,0.0148,0.88,2830.91
4300,1019.0,11.1726994,0.0989,1.4,296.92
4301,1671.0,2.53573424,0.0368,1.4,2144.55
4302,391.0,197.5110016,0.6711,1.67,5.54
4303,978.0,5.44832529,0.0603,0.92,219.12
4304,1659.0,1.11611998,0.0209,0.91,1797.63
4305,1012.0,3.83309118,0.046,0.85,227.2
4306,625.0,5.42474928,0.0504,0.59,36.05
4307,1541.0,0.84338011,0.0163,0.75,897.9
4308,777.0,6.56606007,0.064,0.86,86.27
4309,446.0,87.9732136,0.3859,1.12,10.71
4310,1796.0,0.56887443,0.0128,0.79,2413.26
4311,202.0,213.257663,0.6085,0.7,0.49
4312,557.0,2.88676265,0.0296,0.54,38.45
4313,1082.0,6.178196,0.067,1.18,292.35
4314,1069.0,6.414914,0.068,1.18,278.29
4315,758.0,18.010199,0.136,1.18,70.21
4316,414.0,110.2869374,0.4393,1.1,6.27
4317,1389.0,0.86838653,0.0163,0.74,672.11
4318,408.0,11.12830484,0.0781,0.53,13.55
4319,697.0,2.22649109,0.0267,0.53,115.91
4320,509.0,5.72092009,0.0501,0.5,15.84
4321,1666.0,0.96286738,0.0183,0.87,2651.42
4322,883.0,6.45998001,0.0652,0.8,144.06
4323,2291.0,0.92990668,0.0191,1.4,5067.6
4324,895.0,4.11584468,0.0466,0.73,98.41
4325,564.0,33.8786838,0.2004,0.91,18.15
4326,938.0,42.3514267,0.2743,1.74,47.84
4327,831.0,14.88801098,0.1186,1.03,112.85
4328,1214.0,4.52158888,0.0529,0.99,545.67
4329,577.0,9.33646594,0.0747,0.69,26.64
4330,1041.0,8.129976,0.083,1.43,408.58
4331,663.0,31.517586,0.204,1.43,67.16
4332,879.0,10.10769068,0.0889,0.94,322.4
4333,1244.0,0.78916165,0.0142,0.69,547.29
4334,728.0,11.87456832,0.0986,0.9,77.56
4335,428.0,109.6471842,0.4382,0.92,3.3
4336,710.0,15.64591713,0.1229,0.91,78.36
4337,809.0,6.26406846,0.0615,0.74,80.74
4338,793.0,23.198681,0.1595,1.3,103.72
4339,1260.0,5.77721211,0.0631,1.3,662.71
4340,437.0,24.4002549,0.1441,0.67,9.18
4341,2124.0,0.93511806,0.0193,1.05,4712.11
4342,1642.0,1.34155513,0.0234,0.93,3094.82
4343,1105.0,5.317429,0.06,1.18,301.37
4344,892.0,10.105785,0.092,1.18,128.09
4345,2174.0,0.66502692,0.0153,1.42,4793.0
4346,241.0,132.9968322,0.4498,0.72,1.14
4347,1283.0,2.21571036,0.0313,0.9,559.27
4348,1294.0,3.35183158,0.0449,0.93,1021.9
4349,1219.0,4.7683049,0.0568,1.13,425.17
4350,693.0,44.6169557,0.2638,1.55,68.47
4351,1236.0,3.40165668,0.044,1.21,545.58
4352,617.0,14.00947528,0.104,0.79,34.32
4353,636.0,27.5722742,0.1834,1.04,49.66
4354,1668.0,2.12823928,0.0341,1.28,1862.33
4355,1209.0,6.00253,0.067,1.27,496.68
4356,975.0,11.448708,0.103,1.27,209.97
4357,535.0,4.4968604,0.0413,0.53,27.18
4358,730.0,1.76678906,0.0222,0.53,94.05
4359,1212.0,0.91614077,0.0156,0.67,421.96
4360,1701.0,1.87788275,0.03,1.16,1892.59
4361,491.0,24.7543966,0.153,0.72,10.77
4362,466.0,76.613377,0.3521,1.24,18.86
4363,1448.0,1.28958811,0.0224,0.83,944.87
4364,1714.0,0.63400294,0.0136,0.78,1966.06
4365,1177.0,3.0091324,0.041,0.9,449.98
4366,827.0,7.06317341,0.0656,0.79,98.83
4367,369.0,59.4970952,0.2769,0.72,2.45
4368,951.0,11.5789,0.106,1.35,257.98
4369,847.0,16.399235,0.133,1.35,162.04
4370,933.0,40.5286413,0.2866,1.83,82.56
4371,1061.0,3.57554956,0.0431,0.79,186.07
4372,248.0,136.205626,0.4626,0.74,1.01
4373,988.0,2.94194094,0.0363,0.72,191.92
4374,1299.0,13.32196237,0.1284,1.79,672.06
4375,969.0,7.69993485,0.075,1.05,456.25
4376,1137.0,4.77468005,0.0545,1.05,864.04
4377,783.0,2.16457097,0.0273,0.6,134.98
4378,998.0,1.57409027,0.0236,0.6,225.23
4379,2085.0,0.67564949,0.0153,1.08,4849.26
4380,667.0,25.873148,0.1741,0.99,37.16
4381,742.0,8.436387,0.077,0.8,86.33
4382,568.0,18.735753,0.13,0.8,29.77
4383,770.0,20.2641684,0.1495,1.29,132.59
4384,1075.0,7.44142113,0.0767,1.29,503.72
4385,1015.0,3.4462039,0.0393,0.83,414.76
4386,1216.0,2.00541269,0.0274,0.83,853.27
4387,1655.0,1.31155557,0.024,0.97,2176.36
4388,1887.0,1.29123275,0.0242,1.33,10436.6
4389,737.0,10.65276707,0.0918,0.81,59.79
4390,1543.0,3.3004192,0.0471,1.78,2948.36
4391,1042.0,5.30880656,0.0598,0.97,278.9
4392,1873.0,0.74092842,0.0153,0.82,2909.21
4393,525.0,11.95398936,0.0885,0.67,14.87
4394,1564.0,0.88184115,0.0171,0.79,1600.05
4395,452.0,10.3134,0.0753,0.54,9.9
4396,410.0,13.7815,0.0913,0.54,6.8
4397,345.0,23.0923,0.1288,0.54,3.4
4398,292.0,38.23,0.1803,0.54,1.73
4399,786.0,10.3108245,0.0917,0.94,90.1
4400,649.0,25.3842686,0.1728,0.94,29.7
4401,959.0,16.3583055,0.1404,1.72,198.47
4402,928.0,13.9093583,0.1179,1.44,231.4
4403,608.0,15.36262753,0.1126,0.74,32.23
4404,1423.0,2.88879862,0.0415,1.29,1591.48
4405,1011.0,6.73972381,0.068,1.03,196.53
4406,1123.0,2.27952666,0.031,0.77,300.31
4407,434.0,12.2854603,0.0882,0.61,17.67
4408,566.0,5.53608151,0.0519,0.61,51.04
4409,363.0,20.9568158,0.126,0.61,8.66
4410,299.0,37.6327084,0.1861,0.61,3.97
4411,300.0,99.2530951,0.3869,0.74,1.87
4412,752.0,15.771044,0.127,1.3,64.78
4413,350.0,157.072878,0.586,1.3,3.02
4414,934.0,6.48021673,0.0662,0.98,171.13
4415,513.0,54.4092333,0.2768,1.1,33.34
4416,714.0,15.1410397,0.1189,0.85,61.42
4417,1249.0,2.44357812,0.0337,0.92,574.37
4418,1947.0,3.93766373,0.0555,2.55,2023.01
4419,1311.0,3.78470649,0.0494,1.23,730.53
4420,786.0,18.2206421,0.1406,1.27,71.82
4421,551.0,47.449955,0.2602,1.12,58.1
4422,1510.0,2.78815679,0.0392,1.18,1249.49
4423,1324.0,4.13827595,0.051,1.18,738.18
4424,1610.0,1.63865306,0.0276,0.96,1707.25
4425,1605.0,6.790123,0.0771,2.05,1029.51
4426,1301.0,3.25427,0.045,1.29,848.7
4427,428.0,91.353282,0.414,1.29,9.96
4428,725.0,9.06689421,0.0771,0.78,44.52
4429,808.0,11.20066445,0.0975,1.1,100.91
4430,1789.0,2.03387914,0.0322,0.87,2491.12
4431,1238.0,5.19492202,0.064,1.15,699.64
4432,596.0,15.9314739,0.1143,0.8,39.0
4433,565.0,28.2274184,0.1778,1.07,33.8
4434,854.0,11.62905828,0.0987,1.12,125.89
4435,826.0,20.0711504,0.1502,1.15,78.67
4436,1616.0,2.99793191,0.0425,1.35,1982.27
4437,1733.0,0.76486493,0.0152,0.79,1552.13
4438,968.0,3.107675,0.039,0.79,228.66
4439,738.0,7.010606,0.067,0.79,77.41
4440,290.0,60.866168,0.2543,0.6,1.06
4441,441.0,86.1150888,0.4001,0.92,8.93
4442,1397.0,3.6146051,0.0461,1.27,1087.78
4443,661.0,13.1829642,0.1066,0.8,42.83
4444,1033.0,3.51576315,0.0426,0.75,209.46
4445,1846.0,0.63642408,0.0144,0.84,2138.08
4446,1870.0,1.49514952,0.0257,1.15,2658.55
4447,695.0,20.3505213,0.1431,1.02,114.33
4448,419.0,22.4764425,0.131,0.72,7.29
4449,510.0,42.5215895,0.2391,1.01,21.24
4450,1597.0,2.024152,0.032,1.27,1247.91
4451,1201.0,4.761702,0.057,1.27,399.44
4452,582.0,41.809118,0.242,1.27,22.07
4453,806.0,6.69960006,0.0671,0.79,131.53
4454,1209.0,6.9131112,0.0762,1.42,649.15
4455,833.0,18.6051942,0.1499,1.23,156.9
4456,741.0,23.955378,0.1586,0.75,71.16
4457,629.0,29.6091744,0.1861,1.07,37.12
4458,676.0,14.4541302,0.1038,0.95,216.41
4459,797.0,14.2563227,0.1187,1.02,95.22
4460,1844.0,0.96897238,0.0197,1.01,2730.51
4461,1049.0,10.67607169,0.1059,1.36,817.58
4462,1199.0,4.48487493,0.055,1.07,551.16
4463,838.0,16.007583,0.127,1.36,118.33
4464,703.0,27.082511,0.181,1.36,58.7
4465,969.0,2.46050993,0.0304,0.72,208.54
4466,1064.0,5.86601526,0.0648,1.03,469.82
4467,709.0,23.9109011,0.1696,1.13,119.24
4468,1226.0,4.13592271,0.0516,1.19,535.42
4469,1320.0,8.05333618,0.0894,2.04,925.29
4470,1331.0,4.45343281,0.0546,1.32,893.89
4471,1001.0,9.705716,0.0907,1.09,772.08
4472,770.0,10.9295461,0.0951,0.9,83.14
4473,1490.0,2.31942009,0.0346,0.96,561.12
4474,420.0,8.07392849,0.0594,0.43,9.08
4475,1253.0,5.885273,0.066,1.24,426.72
4476,1046.0,10.104665,0.094,1.24,207.25
4477,597.0,39.859484,0.2274,0.96,44.73
4478,682.0,39.4419839,0.2346,1.0,33.05
