,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius,planet_mass,planet_density,eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
5331,35.59730148,0.2178,4.14,16.0,1.24,0.0,646.0,20.6,6212.0,1.21,1.08,-0.04,522.605
5332,35.58100128,0.1916,2.425,6.46,2.49,0.0,408.0,70.008,4894.0,0.68,0.75,-0.24,195.439
5333,30.65279961,0.2014,2.989,9.21,1.89,0.0,780.0,32.3,6200.0,1.64,1.16,-0.06,1008.79
5334,135.1880035,0.4878,2.569,7.12,2.31,0.0,345.0,119.823,5731.0,0.91,0.85,-0.32,375.522
5335,6.14955998,0.0674,3.95,14.8,1.32,0.0,1287.0,8.02,5687.0,1.78,1.08,0.04,905.406
5336,2.940309,0.04,2.35,6.12,2.59,0.0,1256.0,8.9839,5526.0,1.08,1.0,0.23,828.592
5337,6.388996,0.068,2.86,8.55,2.01,0.0,970.0,15.11,5526.0,1.08,1.0,0.23,828.592
5338,14.627119,0.118,2.25,5.69,2.74,0.0,736.0,17.1,5526.0,1.08,1.0,0.23,828.592
5339,35.118736,0.211,2.76,8.05,2.1,0.0,550.0,76.32,5526.0,1.08,1.0,0.23,828.592
5340,12.70639992,0.1043,3.216,10.4,1.72,0.0,697.0,11.5,5573.0,0.84,0.94,-0.04,629.445
5341,4.59238005,0.0519,3.119,9.9,1.79,0.0,924.0,15.8754,5351.0,0.8,0.89,-0.04,641.374
5342,9.17856979,0.0819,2.867,8.58,2.0,0.0,753.0,31.96,5506.0,0.79,0.88,-0.2,772.283
5343,39.75289917,0.2249,2.88,8.65,1.99,0.0,568.0,62.43,6072.0,1.01,0.96,-0.3,811.278
5344,6.45442009,0.0683,2.837,8.43,2.03,0.0,999.0,9.6,6092.0,0.94,1.02,-0.22,1060.77
5345,16.71990013,0.1302,2.813,8.31,2.05,0.0,767.0,39.585,6020.0,1.08,1.05,0.0,558.652
5346,18.39629936,0.1306,2.509,6.84,2.38,0.0,582.0,23.7,5316.0,0.8,0.88,0.0,390.552
5347,9.02929974,0.0796,3.173,10.2,1.75,0.0,757.0,22.69,5349.0,0.82,0.82,-0.12,894.187
5348,4.78299999,0.0535,2.955,9.04,1.93,0.0,886.0,16.102,5170.0,0.81,0.89,0.18,651.783
5349,4.22097015,0.0418,3.894,14.4,1.34,0.0,595.0,8.13,3837.0,0.52,0.54,-0.06,576.181
5350,4.263742,0.048,1.29,2.21,5.66,0.0,1179.0,10.7,6031.0,0.95,0.79,0.036,833.165
5351,8.005777,0.074,2.43,6.48,2.48,0.0,956.0,20.02,6031.0,0.95,0.79,0.036,833.165
5352,13.81019974,0.1131,4.485,18.4,1.12,0.0,833.0,23.2,5942.0,1.14,1.01,-0.04,1427.08
5353,21.76129913,0.1401,2.933,8.92,1.94,0.0,486.0,137.07,4859.0,0.72,0.78,0.0,169.948
5354,32.31240082,0.2015,4.099,15.7,1.25,0.0,699.0,18.7,5821.0,1.49,1.04,0.04,1289.41
5355,9.22957993,0.0933,3.636,12.8,1.46,0.0,1021.0,32.12,6320.0,1.25,1.27,0.24,2080.51
5356,6.7968502,0.0714,3.089,9.74,1.82,0.0,985.0,6.72,6061.0,0.97,1.05,-0.1,1482.83
5357,7.71792984,0.0621,1.194,1.84,5.94,0.0,502.0,32.37,3975.0,0.51,0.54,-0.34,245.303
5358,37.81029892,0.2188,3.877,14.3,1.35,0.0,566.0,33.74,6085.0,0.97,0.98,-0.28,1430.0
5360,7.67463016,0.0781,2.825,8.37,2.04,0.0,957.0,12.5,6063.0,1.0,1.08,-0.02,1302.87
5361,7.34370995,0.0697,2.431,6.48,2.48,0.0,839.0,50.03,5757.0,0.76,0.86,-0.5,783.666
5362,13.98179,0.1,1.96,4.5,3.28,0.0,553.0,37.15,4880.0,0.62,0.6,-0.44,384.757
5363,44.000529,0.214,1.49,2.83,4.7,0.0,377.0,66.49,4880.0,0.62,0.6,-0.44,384.757
5364,247.35373,0.677,2.19,5.43,2.84,0.0,212.0,224.6,4880.0,0.62,0.6,-0.44,384.757
5365,8.17240047,0.0779,3.323,11.0,1.65,0.0,858.0,6.96,5705.0,0.91,0.94,-0.06,1061.77
5366,2.75759006,0.0296,1.273,2.16,5.75,0.0,615.0,19.57,3683.0,0.42,0.45,-0.22,270.739
5367,49.47819901,0.2587,2.178,5.38,2.86,0.0,462.0,154.5,5776.0,0.85,0.94,-0.18,669.573
5368,7.64971018,0.0822,1.599,3.18,4.28,0.0,1144.0,7.55,5855.0,1.61,1.27,0.4,538.807
5369,37.10110092,0.2093,3.768,13.6,1.4,0.0,532.0,43.8,5986.0,0.85,0.89,-0.5,1091.63
5370,3.01619005,0.0408,1.929,4.38,3.35,0.0,1449.0,8.69,5611.0,1.4,0.99,0.16,996.105
5371,321.2120056,0.9453,8.935,59.1,0.455,0.0,310.0,377.0,6018.0,1.29,1.09,0.06,979.541
5372,6.23031998,0.066,4.265,16.8,1.19,0.0,875.0,30.75,5477.0,0.86,0.98,0.21,1321.38
5373,5.82352018,0.0615,2.713,7.81,2.15,0.0,955.0,7.8,5774.0,0.86,0.92,-0.22,1083.28
5374,14.53409958,0.0956,1.613,3.23,4.23,0.0,420.0,31.6,3957.0,0.55,0.55,-0.16,268.2
5375,11.903515,0.105,2.56,7.08,2.32,0.0,827.0,17.8,6064.0,1.01,1.12,0.1,1312.34
5376,34.035257,0.213,3.1,9.8,1.81,0.0,583.0,20.7,6064.0,1.01,1.12,0.1,1312.34
5377,205.9120026,0.6785,6.004,30.1,0.764,0.0,298.0,161.5,5644.0,0.97,0.98,0.14,1497.33
5378,7.01731014,0.0712,1.824,3.98,3.6,0.0,984.0,12.53,6052.0,0.97,0.97,-0.26,1291.47
5379,56.35850143,0.2698,4.541,18.7,1.1,0.0,419.0,33.7,5446.0,0.82,0.82,-0.2,962.888
5380,16.00460052,0.1179,2.227,5.59,2.78,0.0,583.0,31.9,5180.0,0.77,0.86,0.0,707.688
5381,8.19594955,0.0718,2.44,6.53,2.47,0.0,672.0,22.04,4723.0,0.75,0.73,0.08,718.945
5382,24.81209946,0.1668,5.917,29.4,0.78,0.0,631.0,61.21,6086.0,0.92,1.0,-0.26,982.383
5384,19.65640068,0.1335,2.947,8.99,1.93,0.0,549.0,17.6,5288.0,0.74,0.83,-0.24,807.308
5385,9.97721005,0.0919,2.571,7.13,2.31,0.0,1028.0,7.8,5557.0,1.62,1.04,0.16,1588.41
5386,3.7202301,0.0429,0.904,0.676,5.03,0.0,954.0,14.75,5017.0,0.8,0.76,-0.02,385.348
5387,5.433074,0.058,1.43,2.63,4.94,0.0,841.0,17.72,5232.0,0.89,0.79,0.16,527.321
5388,12.759712,0.102,2.6,23.0,7.19,0.0,633.0,27.65,5232.0,0.89,0.79,0.16,527.321
5389,25.751974,0.163,2.51,15.2,5.28,0.0,501.0,34.0,5232.0,0.89,0.79,0.16,527.321
5390,51.16579,0.2494,1.45,2.7,4.87,0.0,398.0,51.1,5295.0,0.83,0.87,0.03,527.321
5392,4.04354,0.0413,1.391,2.51,5.12,0.0,613.0,4.9,3871.0,0.53,0.57,0.07,221.186
5393,29.53910065,0.204,2.76,8.05,2.1,0.0,714.0,54.94,6572.0,1.24,1.3,0.07,1663.74
5394,1.48028004,0.0257,1.147,1.59,5.8,0.0,1822.0,4.612,5897.0,1.26,1.03,0.02,756.486
5395,70.46829987,0.3512,4.555,18.8,1.09,0.0,511.0,83.15,6461.0,1.13,1.16,-0.14,1542.48
5396,10.41889954,0.0917,2.495,6.78,2.4,0.0,855.0,28.88,5692.0,1.06,0.95,0.04,764.456
5397,105.0149994,0.4229,2.279,5.81,2.7,0.0,406.0,39.2,5868.0,1.04,0.92,-0.22,501.229
5398,59.65829849,0.2873,3.013,9.34,1.88,0.0,393.0,33.8,5243.0,0.83,0.89,0.14,820.506
5399,15.13589954,0.1286,2.233,5.62,2.77,0.0,933.0,53.65,6050.0,1.57,1.24,0.14,632.766
5400,89.1934967,0.3987,4.465,18.2,1.12,0.0,483.0,174.5,6071.0,1.3,1.06,-0.06,438.412
5401,36.8601,0.2184,3.5,5.84,0.75,0.0,549.0,38.43,5732.0,1.32,0.92,-0.11,1435.44
5402,49.40926,0.2655,8.73,14.7,0.121,0.0,497.0,42.08,5732.0,1.32,0.92,-0.11,1435.44
5403,16.84189987,0.1261,2.841,8.45,2.02,0.0,699.0,51.13,5602.0,1.01,0.94,0.1,582.942
5404,88.64399719,0.3815,4.055,15.5,1.28,0.0,391.0,44.0,5661.0,0.93,0.94,0.0,565.752
5405,3.21509004,0.0418,2.686,7.68,2.18,0.0,1155.0,6.382,5541.0,0.93,0.94,0.12,871.564
5406,40.80970001,0.2489,3.505,12.1,1.54,0.0,623.0,116.88,6183.0,1.3,1.24,0.26,681.255
5407,59.77080154,0.3096,3.182,10.2,1.74,0.0,522.0,46.6,6214.0,1.12,1.1,-0.02,816.592
5408,85.65399933,0.3986,3.648,12.9,1.46,0.0,522.0,97.18,5818.0,1.65,1.15,0.24,657.023
5409,35.01190186,0.2124,2.612,7.33,2.26,0.0,603.0,40.5,5872.0,1.15,1.04,0.1,690.336
5410,12.18420029,0.1031,2.132,5.19,2.94,0.0,819.0,8.7,5771.0,1.07,0.98,0.06,619.146
5411,10.08740044,0.0956,3.017,9.36,1.87,0.0,942.0,7.0,6310.0,1.09,1.14,-0.06,1276.29
5412,16.34359932,0.1264,3.033,9.44,1.86,0.0,730.0,24.0,5730.0,1.06,1.01,0.16,908.501
5413,9.576694,0.085,2.9,8.75,1.97,0.0,846.0,22.293,5676.0,1.07,0.94,0.18,716.025
5414,20.552802,0.142,2.88,8.65,1.99,0.0,656.0,33.0,5676.0,1.07,0.94,0.18,716.025
5415,96.678988,0.397,3.95,14.8,1.32,0.0,392.0,126.0,5676.0,1.07,0.94,0.18,716.025
5416,109.4449997,0.4276,3.606,12.7,1.49,0.0,340.0,225.2,5403.0,0.87,0.87,0.0,790.516
5417,4.88752985,0.0574,2.381,6.26,2.55,0.0,1003.0,19.19,5568.0,0.96,1.05,0.44,962.63
5418,5.75622988,0.0582,2.229,5.6,2.78,0.0,773.0,17.01,4931.0,0.73,0.79,0.0,305.792
5419,8.27744007,0.077,1.319,2.3,5.5,0.0,1088.0,22.82,5129.0,1.78,0.89,-0.16,264.078
5420,13.59049988,0.1072,2.799,8.24,2.06,0.0,724.0,27.33,5442.0,0.97,0.89,0.1,883.045
5421,19.58550072,0.1379,2.704,7.77,2.16,0.0,666.0,23.9,5618.0,1.0,0.91,0.0,745.74
5422,78.5460968,0.3659,3.163,10.1,1.75,0.0,501.0,70.76,5808.0,1.4,1.06,0.14,863.909
5423,39.31370163,0.227,2.319,5.99,2.64,0.0,540.0,21.3,6060.0,0.93,1.01,-0.22,778.602
5424,2.80012012,0.0343,2.379,6.25,2.55,0.0,956.0,22.73,4786.0,0.7,0.69,-0.2,560.445
5425,80.23190308,0.3543,2.831,8.4,2.03,0.0,380.0,60.0,5436.0,0.89,0.92,0.12,611.461
5426,2.735926,0.036,1.64,3.33,4.15,0.0,1075.0,10.778,5302.0,0.76,0.84,0.123,605.68
5427,6.40013,0.064,2.0,4.66,3.2,0.0,810.0,11.7,5302.0,0.76,0.84,0.123,605.68
5428,31.58889961,0.197,3.145,10.0,1.77,0.0,682.0,70.1,5866.0,1.37,1.02,0.0,1070.17
5429,7.72086,0.0761,3.121,9.91,1.79,0.0,1021.0,10.86,5887.0,1.18,0.99,-0.06,602.218
5430,4.1957798,0.0488,2.52,6.89,2.37,0.0,1047.0,15.1,5229.0,1.01,0.88,0.32,601.029
5431,8.77999973,0.0787,3.79,13.8,1.39,0.0,713.0,7.62,5191.0,0.76,0.85,-0.06,1189.88
5432,9.76298046,0.0821,1.794,3.87,3.68,0.0,703.0,24.38,5052.0,0.82,0.77,0.02,561.229
5434,29.4557991,0.1879,2.75,8.0,2.11,0.0,598.0,66.58,6036.0,0.95,1.02,-0.16,825.883
5435,23.3593998,0.1637,3.058,9.58,1.84,0.0,684.0,37.8,6244.0,1.01,1.07,-0.2,1338.49
5436,16.85589981,0.1082,2.309,5.94,2.65,0.0,408.0,57.21,3967.0,0.59,0.59,0.06,395.196
5437,11.9296999,0.1028,4.128,15.9,1.24,0.0,770.0,15.184,5831.0,0.92,1.02,0.0,2254.69
5438,3.504725,0.0447,2.0,6.9,4.9,0.0,1165.0,8.58,5345.0,1.11,0.97,0.19,433.047
5439,7.64159,0.0752,5.49,17.3,0.59,0.0,899.0,14.43,5345.0,1.11,0.97,0.19,433.047
5440,14.85888,0.1172,6.98,16.4,0.27,0.0,720.0,22.48,5345.0,1.11,0.97,0.19,433.047
5441,13.817124,0.109,1.5,2.86,4.66,0.0,781.0,25.4,5731.0,1.06,0.95,0.03,695.65
5442,41.885775,0.229,3.01,9.32,1.88,0.0,540.0,53.2,5731.0,1.06,0.95,0.03,695.65
5443,4.56202984,0.0592,0.997,0.961,5.33,0.0,1533.0,12.31,5343.0,2.51,1.33,0.08,350.455
5444,10.44089985,0.0915,2.709,7.8,2.16,0.0,829.0,10.26,5738.0,0.98,0.94,-0.06,839.332
5445,15.45020008,0.0662,1.671,3.43,4.04,0.0,581.0,10.88,4245.0,0.64,0.65,0.0,636.694
5446,33.13610077,0.1748,2.322,6.0,2.63,0.0,357.0,59.3,4245.0,0.64,0.65,0.0,636.694
5447,12.28849983,0.1017,1.596,3.18,4.3,0.0,913.0,32.94,5109.0,1.67,0.93,0.1,434.456
5448,8.84794044,0.0699,1.545,3.0,4.47,0.0,479.0,17.0,3867.0,0.55,0.58,0.1,221.639
5449,9.03332043,0.0813,2.356,6.15,2.59,0.0,729.0,21.14,5311.0,0.79,0.88,-0.04,978.066
5450,10.86060047,0.0988,2.704,7.77,2.16,0.0,1108.0,37.02,6455.0,1.5,1.09,-0.36,1299.32
5451,23.3404007,0.1467,3.025,9.4,1.87,0.0,601.0,85.5,5530.0,0.89,0.77,-0.34,1022.01
5452,3.7572999,0.0435,1.513,2.9,4.6,0.0,877.0,31.63,4901.0,0.72,0.81,0.04,409.602
5453,3.137873,0.04,1.27,2.15,5.77,0.0,1041.0,12.26,5333.0,0.75,0.85,-0.023,609.283
5454,4.302149,0.049,1.99,4.62,3.22,0.0,937.0,16.82,5333.0,0.75,0.85,-0.023,609.283
5455,101.1330032,0.4137,3.918,14.6,1.33,0.0,380.0,182.9,5492.0,1.02,0.92,0.16,1009.87
5456,76.42230225,0.3462,3.848,14.1,1.36,0.0,455.0,34.5,5561.0,1.19,0.95,0.16,1390.56
5457,7.16521978,0.0765,2.325,6.01,2.63,0.0,1034.0,32.4,6174.0,1.1,1.16,0.1,1409.19
5459,2.93535996,0.0371,2.37,6.21,2.56,0.0,1022.0,16.5,4922.0,0.82,0.79,0.2,726.346
5460,12.19139957,0.0984,2.749,7.99,2.11,0.0,763.0,50.41,5516.0,0.97,0.86,-0.06,1006.63
5461,91.50099945,0.3648,1.968,4.53,3.27,0.0,310.0,147.71,5051.0,0.71,0.79,-0.24,437.823
5462,44.29919815,0.2348,2.273,5.79,2.71,0.0,463.0,64.8,5316.0,0.92,0.88,0.16,748.569
5463,4.64490986,0.055,1.714,3.58,3.91,0.0,1209.0,4.96,6047.0,1.13,1.02,-0.08,1034.59
5464,16.48690033,0.1337,3.904,14.5,1.34,0.0,760.0,26.5,6090.0,1.07,1.17,0.21,1363.19
5465,9.825792,0.096,2.58,7.18,2.3,0.0,935.0,7.31,6250.0,1.15,1.16,0.072,1549.09
5466,20.684342,0.157,3.43,11.6,1.58,0.0,729.0,24.1,6250.0,1.15,1.16,0.072,1549.09
5467,31.03249931,0.1964,3.119,9.9,1.79,0.0,561.0,68.7,5841.0,0.93,1.05,0.07,1425.39
5468,16.45809937,0.1244,2.592,7.24,2.28,0.0,644.0,64.9,5475.0,0.88,0.95,0.14,799.699
5469,22.13339996,0.1416,2.648,7.5,2.22,0.0,507.0,84.4,5165.0,0.7,0.78,-0.32,897.597
5470,21.10339928,0.1528,2.086,5.0,3.03,0.0,718.0,81.3,6000.0,1.13,1.07,0.06,724.971
5471,95.61100006,0.4267,2.381,6.26,2.55,0.0,421.0,99.39,6002.0,1.08,1.14,0.2,1040.1
5472,1.02586997,0.0187,1.422,2.61,4.99,0.0,1520.0,10.012,5123.0,0.85,0.83,0.14,430.254
5473,1.61536002,0.0213,1.475,2.78,4.76,0.0,806.0,4.75,3821.0,0.49,0.49,-0.28,336.952
5474,3.70061994,0.0455,1.856,4.1,3.52,0.0,1329.0,3.83,5423.0,1.4,0.92,0.08,686.461
5475,10.2737999,0.0924,2.116,5.13,2.98,0.0,799.0,24.55,5806.0,0.9,1.0,-0.04,871.81
5476,5.18671989,0.0559,2.479,6.71,2.42,0.0,860.0,30.3,5230.0,0.78,0.87,0.0,679.921
5477,5.687945,0.064,2.06,4.9,3.08,0.0,1088.0,19.68,5888.0,0.96,0.94,0.101,1050.64
5478,11.637071,0.103,2.27,35.7,16.8,0.0,857.0,27.18,5888.0,0.96,0.94,0.101,1050.64
5479,56.49330139,0.3259,3.33,11.1,1.65,0.0,681.0,31.8,6160.0,2.05,1.44,0.24,1056.88
5480,5.78387022,0.0655,1.97,4.54,3.26,0.0,1051.0,31.42,6063.0,1.01,1.12,0.07,1053.49
5481,3.13878989,0.037,1.227,2.02,6.01,0.0,1022.0,14.571,5242.0,0.72,0.68,-0.54,486.174
5482,6.8921299,0.0771,1.3,2.24,5.6,0.0,1177.0,27.6,6164.0,1.45,1.29,0.38,591.602
5483,4.60301018,0.0496,1.459,2.73,4.83,0.0,848.0,13.28,4821.0,0.79,0.77,0.16,500.395
5484,11.96409988,0.0997,3.534,12.2,1.52,0.0,808.0,23.29,5903.0,0.96,0.92,-0.26,1404.38
5485,5.25416994,0.0602,2.553,7.05,2.33,0.0,1093.0,13.711,6123.0,0.99,1.05,-0.14,1472.62
5486,5.90608978,0.065,2.067,4.92,3.06,0.0,1012.0,8.3,5966.0,0.96,1.05,-0.02,1229.18
5487,12.14680004,0.1096,1.66,3.4,4.08,0.0,1097.0,7.4,5877.0,1.96,1.19,0.04,451.242
5488,5.05675983,0.0583,1.949,4.46,3.31,0.0,1049.0,9.83,5926.0,0.94,1.03,-0.04,1136.6
5489,10.687576,0.092,2.36,6.17,2.58,0.0,780.0,25.36,5788.0,0.87,0.97,-0.196,610.326
5490,20.303005,0.141,1.97,8.8,6.32,0.0,630.0,17.9,5788.0,0.87,0.97,-0.196,610.326
5491,29.022358,0.179,2.49,6.76,2.41,0.0,559.0,22.7,5788.0,0.87,0.97,-0.196,610.326
5492,131.1900024,0.4644,2.778,8.13,2.08,0.0,284.0,148.7,4898.0,0.8,0.77,0.14,513.107
5493,25.88599968,0.1606,1.489,2.82,4.69,0.0,542.0,17.7,5190.0,0.9,0.82,0.12,631.7
5494,14.02639961,0.116,2.354,6.14,2.59,0.0,822.0,87.2,5970.0,1.13,1.06,0.06,923.551
5495,25.54339981,0.171,2.709,7.8,2.16,0.0,772.0,18.4,5422.0,1.78,1.02,0.02,784.625
5496,3.92451,0.0478,3.036,9.46,1.86,0.0,1074.0,8.254,5776.0,0.85,0.94,-0.18,1804.36
5497,11.60649967,0.0885,2.438,6.52,2.47,0.0,584.0,41.39,4703.0,0.7,0.69,-0.14,710.724
5498,14.82009983,0.1089,1.764,3.76,3.77,0.0,552.0,29.32,4825.0,0.73,0.79,0.08,374.615
5499,11.12969971,0.0989,2.745,7.97,2.12,0.0,843.0,24.37,6122.0,0.96,1.04,-0.18,1693.86
5500,5.60402012,0.0563,1.409,2.57,5.05,0.0,774.0,40.95,4847.0,0.74,0.76,0.0,309.696
5501,57.29290009,0.2597,2.387,6.29,2.54,0.0,355.0,91.91,4806.0,0.73,0.71,-0.1,631.884
5502,1.6329,0.026,1.17,1.71,5.87,0.0,1237.0,8.05,5208.0,0.81,0.81,0.16,466.735
5503,20.729042,0.139,2.02,4.74,3.16,0.0,530.0,56.85,5208.0,0.81,0.81,0.16,466.735
5504,1.3858,0.0206,0.729,0.313,4.44,0.0,1008.0,6.373,4239.0,0.6,0.61,-0.22,250.199
5505,12.02289963,0.1016,3.9,14.5,1.34,0.0,776.0,19.73,5982.0,0.88,0.97,-0.28,1589.81
5506,7.97094011,0.0762,1.886,4.22,3.46,0.0,760.0,22.2,5237.0,0.83,0.93,0.24,772.481
5507,48.88819885,0.2395,1.519,2.92,4.58,0.0,386.0,17.77,4821.0,0.79,0.77,0.16,562.348
5508,39.83110046,0.2119,2.587,7.21,2.29,0.0,420.0,22.5,5026.0,0.76,0.8,0.0,423.348
5510,1.30200005,0.0215,1.734,3.66,3.85,0.0,1344.0,7.327,4948.0,0.82,0.78,0.14,848.76
5511,8.94340992,0.0807,1.961,4.5,3.28,0.0,946.0,27.68,6074.0,1.01,0.87,-0.54,853.275
5512,88.07160187,0.3575,2.422,6.44,2.49,0.0,330.0,102.0,4939.0,0.82,0.79,0.16,833.055
5513,2.72959995,0.0394,1.583,3.13,4.33,0.0,1455.0,6.73,5887.0,1.24,1.09,0.16,1331.25
5514,3.8867907,0.0343,1.07,1.24,5.56,0.0,571.0,16.715,3788.0,0.47,0.48,-0.28,177.594
5515,7.267302,0.0451,1.25,2.1,5.91,0.0,464.0,25.031,3788.0,0.47,0.48,-0.28,177.594
5516,13.342996,0.0781,1.4,2.54,5.09,0.0,379.0,17.8,3788.0,0.47,0.48,-0.28,177.594
5517,22.407704,0.11,1.27,2.15,5.77,0.0,319.0,52.75,3788.0,0.47,0.48,-0.28,177.594
5518,129.9441,0.432,1.17,1.71,5.87,0.04,177.0,178.0,3755.0,0.52,0.54,-0.26,177.594
5519,12.73719978,0.1021,1.139,1.55,5.77,0.0,697.0,28.71,5420.0,0.87,0.87,0.0,438.703
5520,40.0306015,0.2408,2.207,5.5,2.81,0.0,617.0,28.0,5855.0,1.37,1.16,0.26,829.985
5521,16.05730057,0.1199,2.203,5.49,2.82,0.0,645.0,7.83,5644.0,0.81,0.9,-0.24,1232.19
5522,44.99760056,0.2555,2.263,5.74,2.72,0.0,508.0,26.8,5871.0,0.98,1.1,0.21,865.546
5523,3.88151002,0.0488,0.754,0.353,4.52,0.0,1156.0,10.68,5854.0,0.98,1.03,0.06,298.894
5524,2.52400994,0.0344,1.577,3.11,4.36,0.0,1203.0,16.73,5420.0,0.87,0.85,-0.06,922.255
5525,11.66009998,0.1016,2.082,4.99,3.04,0.0,834.0,4.09,5791.0,1.08,1.03,0.16,976.737
5526,9.88735962,0.0872,1.16,1.65,5.81,0.0,768.0,17.95,5693.0,0.82,0.91,-0.24,680.583
5527,211.0339966,0.6266,3.15,10.1,1.78,0.0,215.0,104.7,4658.0,0.69,0.74,0.0,274.18
5528,8.16736031,0.0791,1.12,1.46,5.72,0.0,865.0,6.0,5808.0,0.9,0.99,-0.06,113.025
5529,4.938864,0.059,1.41,2.57,5.04,0.0,1244.0,6.02,6105.0,1.29,1.11,-0.02,1143.0
5530,10.640263,0.099,2.67,7.61,2.2,0.0,963.0,10.03,6105.0,1.29,1.11,-0.02,1143.0
5531,3.60694003,0.0453,2.101,5.07,3.0,0.0,1046.0,10.8,5508.0,0.84,0.96,0.07,407.216
5532,1.95270002,0.0308,2.422,6.44,2.49,0.0,1403.0,6.12,5741.0,0.95,1.02,0.12,854.623
5533,3.82591009,0.0465,2.384,6.28,2.55,0.0,1005.0,5.6,5223.0,0.89,0.91,0.32,840.182
5534,0.558842,0.0128,1.626,3.28,4.19,0.0,1787.0,5.468,5151.0,0.79,0.9,0.21,820.957
5535,56.57320023,0.2633,2.211,5.52,2.81,0.0,356.0,48.0,4701.0,0.78,0.76,0.24,408.007
5536,34.45859909,0.2039,3.227,10.5,1.72,0.0,559.0,28.0,6161.0,0.86,0.95,-0.5,1660.45
5537,6.99202013,0.0735,0.98,0.905,5.28,0.0,1194.0,11.083,6057.0,1.47,1.08,-0.06,259.935
5538,2.37756991,0.0351,0.624,0.179,4.05,0.0,1278.0,7.677,5615.0,0.94,1.02,0.24,285.312
5539,4.44587994,0.0521,2.92,8.86,1.96,0.0,1063.0,10.57,5918.0,0.86,0.96,-0.26,1494.3
5540,10.61340046,0.0953,2.065,4.92,3.07,0.0,987.0,35.0,5865.0,1.39,1.02,0.0,627.171
5541,2.061897,0.032,1.68,3.46,4.01,0.0,1463.0,8.45,6021.0,1.14,0.98,0.14,968.544
5542,5.996553,0.066,3.19,10.3,1.74,0.0,1025.0,10.6,6021.0,1.14,0.98,0.14,968.544
5543,6.30921984,0.054,2.117,5.13,2.97,0.0,606.0,38.36,4380.0,0.53,0.52,-0.92,611.041
5544,159.3939972,0.5368,2.981,9.17,1.9,0.0,289.0,147.69,5135.0,0.87,0.81,0.12,1057.21
5545,13.78730011,0.1151,1.487,2.81,4.7,0.0,894.0,18.57,5691.0,1.46,1.07,0.26,443.371
5546,103.427002,0.4438,3.251,10.6,1.7,0.0,416.0,161.5,6208.0,1.02,1.09,-0.12,1377.61
5547,8.98832035,0.0845,1.814,3.95,3.64,0.0,864.0,14.85,5984.0,0.91,0.99,-0.2,1443.09
5548,2.52255988,0.036,1.511,2.89,4.6,0.0,1205.0,2.85,5591.0,0.86,0.98,0.07,818.482
5549,24.2758007,0.16,2.582,7.18,2.29,0.0,580.0,39.63,5745.0,0.84,0.93,-0.2,1059.51
5550,19.94750023,0.1421,2.925,8.88,1.95,0.0,625.0,88.7,5749.0,0.86,0.96,-0.1,1366.18
5551,11.39169979,0.0956,1.326,2.32,5.47,0.0,886.0,17.18,5557.0,1.25,0.9,0.0,402.947
5552,37.30369949,0.2082,2.944,8.98,1.93,0.0,493.0,15.4,5646.0,0.82,0.86,-0.28,1395.13
5553,10.399931,0.088,1.21,1.92,5.96,0.0,678.0,23.65,5235.0,0.75,0.79,-0.02,591.534
5554,20.134866,0.137,2.38,22.7,9.25,0.0,544.0,26.6,5235.0,0.75,0.79,-0.02,591.534
5555,4.82059002,0.0563,0.869,0.587,4.92,0.0,1328.0,10.7,6046.0,1.4,1.02,-0.16,529.596
5556,4.02229023,0.0473,1.521,2.93,4.57,0.0,1017.0,12.2,5516.0,0.83,0.87,-0.14,596.24
5557,6.33123016,0.0633,1.837,4.03,3.57,0.0,822.0,18.21,5383.0,0.76,0.85,-0.22,851.595
5558,4.17936993,0.0504,1.706,3.55,3.93,0.0,1194.0,11.61,5633.0,1.16,0.97,0.16,1050.72
5559,2.76266003,0.0385,1.201,1.87,5.93,0.0,1231.0,11.121,5772.0,0.9,1.0,0.0,935.191
5560,6.07029009,0.0615,2.119,5.14,2.97,0.0,789.0,36.54,5076.0,0.76,0.86,0.1,984.187
5561,44.87020111,0.2529,3.099,9.8,1.81,0.0,536.0,68.7,6122.0,1.0,1.07,-0.1,1732.91
5562,24.22030067,0.1546,2.814,8.32,2.05,0.0,505.0,57.98,5165.0,0.76,0.86,0.02,983.174
5563,4.76562023,0.0522,0.934,0.76,5.13,0.0,1167.0,16.52,5702.0,1.12,0.84,-0.28,360.921
5564,4.0957799,0.0457,1.551,3.02,4.45,0.0,851.0,10.0,4791.0,0.74,0.76,0.07,711.509
5565,9.28716,0.0835,2.209,8.4,10.4,0.12,762.0,21.5266,5544.0,0.86,0.94,-0.08,218.562
5568,2.019999,0.03,1.56,3.05,4.41,0.0,1166.0,8.42,5106.0,0.8,0.86,0.02,433.387
5569,3.763024,0.045,1.46,2.73,4.82,0.0,948.0,19.31,5106.0,0.8,0.86,0.02,433.387
5570,2.9862299,0.042,1.623,3.27,4.2,0.0,1356.0,7.55,6173.0,1.04,1.1,-0.04,1540.43
