,planet_name,host_name,orbital_period_[days],orbit_semi-major_axis_[au]),planet_radius_[earth_radius],planet_mass_or_mass*sin(i)_[earth_mass],planet_density_[g/cm**3],eccentricity,equilibrium_temperature_[k],ratio_of_semi-major_axis_to_stellar_radius,stellar_effective_temperature_[k],stellar_radius_[solar_radius],stellar_mass_[solar_mass],stellar_metallicity_[dex],distance_[pc]
4290,Kepler-253 b,Kepler-253,3.78398600,0.046000,1.630,3.29000,4.170000,0.000000,949,15.030000,5208.00,0.79,0.85,0.030,838.5950000
4291,Kepler-252 c,Kepler-252,10.84846300,0.080000,2.150,5.27000,2.910000,0.000000,499,28.786000,4208.00,0.55,0.61,-0.130,379.4240000
4292,Kepler-252 b,Kepler-252,6.66839100,0.058000,1.230,2.04000,6.020000,0.000000,587,25.900000,4208.00,0.55,0.61,-0.130,379.4240000
4293,Kepler-251 e,Kepler-251,99.64016100,0.404000,2.770,8.10000,2.090000,0.000000,360,175.840000,5526.00,0.89,0.95,-0.020,924.6250000
4294,Kepler-251 d,Kepler-251,30.13300100,0.182000,2.770,8.10000,2.090000,0.000000,536,28.500000,5526.00,0.89,0.95,-0.020,924.6250000
4295,Kepler-251 c,Kepler-251,16.51404300,0.122000,2.770,8.10000,2.090000,0.000000,655,31.380000,5526.00,0.89,0.95,-0.020,924.6250000
4296,Kepler-251 b,Kepler-251,4.79093600,0.053000,1.330,2.33000,5.440000,0.000000,990,13.700000,5526.00,0.89,0.95,-0.020,924.6250000
4297,Kepler-250 d,Kepler-250,17.64831200,0.127000,2.180,5.39000,2.860000,0.000000,579,68.200000,5160.00,0.81,0.83,0.020,760.5850000
4298,Kepler-250 c,Kepler-250,7.15680400,0.069000,2.280,5.82000,2.700000,0.000000,782,20.940000,5160.00,0.81,0.83,0.020,760.5850000
4299,Kepler-250 b,Kepler-250,4.14814100,0.048000,1.130,1.51000,5.750000,0.000000,938,12.610000,5160.00,0.81,0.83,0.020,760.5850000
4300,Kepler-25 d,Kepler-25,122.40000000, ,10.000,71.90000,0.395000,0.130000, , ,6270.00,1.32,1.17,-0.040,243.2490000
4301,Kepler-25 c,Kepler-25,12.72070000,0.110100,5.217,15.20000,0.588000,0.006100,934,18.440000,6354.00,1.32,1.17,0.110,243.2490000
4302,Kepler-25 b,Kepler-25,6.23829700,0.068500,2.748,8.70000,2.320000,0.002900,1185,13.779500,6103.00,1.32,1.17,0.010,243.2490000
4303,Kepler-249 d,Kepler-249,15.36845900,0.097000,1.570,3.09000,4.390000,0.000000,332,48.380000,3568.00,0.48,0.51,-0.340,190.4010000
4304,Kepler-249 c,Kepler-249,7.11370200,0.058000,1.510,2.89000,4.610000,0.000000,429,24.230000,3568.00,0.48,0.51,-0.340,190.4010000
4305,Kepler-249 b,Kepler-249,3.30653900,0.035000,1.090,1.32000,5.600000,0.000000,554,14.190000,3568.00,0.48,0.51,-0.340,190.4010000
4306,Kepler-248 c,Kepler-248,16.23949400,0.123000,4.070,15.60000,1.270000,0.000000,598,32.020000,5190.00,0.83,0.90,0.200,738.7920000
4307,Kepler-248 b,Kepler-248,6.30820500,0.066000,3.020,9.38000,1.870000,0.000000,819,16.707000,5190.00,0.83,0.90,0.200,738.7920000
4308,Kepler-247 d,Kepler-247,20.47791200,0.140000,3.940,14.70000,1.320000,0.000000,530,50.000000,5100.00,0.77,0.84,0.050,663.7110000
4309,Kepler-247 c,Kepler-247,9.43945200,0.084000,4.090,15.70000,1.260000,0.000000,686,26.081000,5100.00,0.77,0.84,0.050,663.7110000
4310,Kepler-247 b,Kepler-247,3.33616000,0.042000,1.640,3.33000,4.150000,0.000000,970,12.255000,5100.00,0.77,0.84,0.050,663.7110000
4311,Kepler-246 c,Kepler-246,11.18716100,0.095000,1.500,2.86000,4.660000,0.000000,667,24.720000,5206.00,0.83,0.79,0.160,626.0780000
4312,Kepler-246 b,Kepler-246,4.60182000,0.052000,2.340,6.08000,2.610000,0.000000,896,13.430000,5206.00,0.83,0.79,0.160,626.0780000
4313,Kepler-245 e,Kepler-245,3.21982106,0.040000,1.750,3.71000,3.800000,0.000000,998,11.849000,5174.00,0.80,0.86,0.050,861.5270000
4314,Kepler-245 d,Kepler-245,36.27710800,0.202000,3.030,21.60000,4.270000,0.000000,445,59.910000,5100.00,0.80,0.86,0.050,861.5270000
4315,Kepler-245 c,Kepler-245,17.46081200,0.124000,2.180,225.60000,120.000000,0.000000,568,60.310000,5100.00,0.80,0.86,0.050,861.5270000
4316,Kepler-245 b,Kepler-245,7.49019000,0.071000,2.570,7.13000,2.310000,0.000000,753,21.590000,5100.00,0.80,0.86,0.050,861.5270000
4317,Kepler-244 d,Kepler-244,20.05040100,0.140000,2.310,15.20000,6.780000,0.000000,622,19.250000,5554.00,0.80,0.96,0.160,1036.4900000
4318,Kepler-244 c,Kepler-244,9.76729200,0.087000,2.050,4.86000,3.100000,0.000000,791,21.000000,5554.00,0.80,0.96,0.160,1036.4900000
4319,Kepler-244 b,Kepler-244,4.31179200,0.050000,2.760,8.05000,2.100000,0.000000,1038,12.250000,5554.00,0.80,0.96,0.160,1036.4900000
4320,Kepler-243 c,Kepler-243,20.02621800,0.142000,1.990,4.62000,3.220000,0.000000,559,40.700000,5228.00,0.84,0.83,0.010,693.8600000
4321,Kepler-243 b,Kepler-243,5.71544200,0.062000,2.450,6.57000,2.450000,0.000000,850,17.776000,5228.00,0.84,0.83,0.010,693.8600000
4322,Kepler-242 c,Kepler-242,14.49648100,0.109000,2.000,4.66000,3.200000,0.000000,613,33.700000,5020.00,0.85,0.81,0.010,600.2410000
4323,Kepler-242 b,Kepler-242,8.20395000,0.075000,2.610,7.32000,2.260000,0.000000,742,23.100000,5020.00,0.85,0.81,0.010,600.2410000
4324,Kepler-241 c,Kepler-241,36.06597800,0.189000,2.570,7.13000,2.310000,0.000000,397,65.370000,4699.00,0.67,0.67,0.031,512.0000000
4325,Kepler-241 b,Kepler-241,12.71809200,0.094000,2.330,6.04000,2.620000,0.000000,562,31.510000,4699.00,0.67,0.67,0.031,512.0000000
4326,Kepler-240 c,Kepler-240,7.95352800,0.074000,2.200,102.30000,52.800000,0.000000,696,23.750000,4985.00,0.74,0.75,0.180,746.9270000
4327,Kepler-240 b,Kepler-240,4.14449500,0.048000,1.370,2.45000,5.240000,0.000000,864,13.767000,4985.00,0.74,0.75,0.180,746.9270000
4328,Kepler-24 e,Kepler-24,18.99835500,0.138000,2.780,8.15000,2.080000,0.000000,792,13.300000,5897.00,1.29,0.98,-0.071,1156.8100000
4329,Kepler-24 d,Kepler-24,4.24438400,0.051000,1.670,3.43000,4.050000,0.000000,1305,4.900000,5897.00,1.29,0.98,-0.071,1156.8100000
4330,Kepler-24 c,Kepler-24,12.33350000,0.106000,2.800,508.50000, ,0.000000,915,4.485000,5800.00,1.07,1.03,-0.240,1156.8100000
4331,Kepler-24 b,Kepler-24,8.14530000,0.080000,2.400,508.50000, ,0.000000,1050,7.560000,5800.00,1.07,1.03,-0.240,1156.8100000
4332,Kepler-239 c,Kepler-239,56.22809800,0.268000,2.510,6.85000,2.380000,0.000000,366,129.920000,4914.00,0.76,0.76,0.090,648.1090000
4333,Kepler-239 b,Kepler-239,11.76305100,0.095000,2.330,6.04000,2.620000,0.000000,616,31.870000,4914.00,0.76,0.76,0.090,648.1090000
4334,Kepler-238 f,Kepler-238,50.44700000,0.274700,2.000,13.50000,9.270000,0.000000,568,23.090000,5732.00,0.96,1.06,0.230,1798.7500000
4335,Kepler-238 e,Kepler-238,23.65400000,0.165800,5.600,169.70000,5.310000,0.000000,731,23.142000,5732.00,0.96,1.06,0.230,1798.7500000
4336,Kepler-238 d,Kepler-238,13.23354900,0.115000,3.070,9.64000,1.830000,0.000000,888,9.460000,5751.00,1.43,1.06,0.230,1798.7500000
4337,Kepler-238 c,Kepler-238,6.15555700,0.069000,2.390,6.30000,2.540000,0.000000,1146,5.680000,5751.00,1.43,1.06,0.230,1798.7500000
4338,Kepler-238 b,Kepler-238,2.09087600,0.034000,1.730,3.64000,3.860000,0.000000,1642,2.765000,5751.00,1.43,1.06,0.230,1798.7500000
4339,Kepler-237 c,Kepler-237,8.10363600,0.071000,2.080,4.98000,3.040000,0.000000,687,20.090000,4861.00,0.72,0.70,0.030,657.8220000
4340,Kepler-237 b,Kepler-237,4.71510600,0.050000,1.410,2.57000,5.040000,0.000000,823,15.330000,4861.00,0.72,0.70,0.030,657.8220000
4341,Kepler-236 c,Kepler-236,23.96812700,0.132000,2.000,4.66000,3.200000,0.000000,329,45.000000,3750.00,0.51,0.60,-0.050,288.7630000
4342,Kepler-236 b,Kepler-236,8.29561100,0.065000,1.570,3.09000,4.390000,0.000000,469,22.100000,3750.00,0.51,0.60,-0.050,288.7630000
4343,Kepler-235 e,Kepler-235,46.18366900,0.213000,2.220,5.56000,2.790000,0.000000,306,81.520000,4255.00,0.55,0.58,-0.510,428.0180000
4344,Kepler-235 d,Kepler-235,20.06054800,0.122000,2.050,4.86000,3.100000,0.000000,401,46.760000,4255.00,0.55,0.58,-0.510,428.0180000
4345,Kepler-235 c,Kepler-235,7.82490400,0.065000,1.280,2.18000,5.710000,0.000000,555,24.960000,4255.00,0.55,0.58,-0.510,428.0180000
4346,Kepler-235 b,Kepler-235,3.34022200,0.037000,2.230,5.60000,2.770000,0.000000,731,14.150000,4255.00,0.55,0.58,-0.510,428.0180000
4347,Kepler-234 c,Kepler-234,7.21205000,0.077000,3.510,12.10000,1.540000,0.000000,1025,14.003000,6224.00,1.11,1.11,0.090,1733.1000000
4348,Kepler-234 b,Kepler-234,2.71150600,0.040000,3.700,13.20000,1.430000,0.000000,1420,7.088000,6224.00,1.11,1.11,0.090,1733.1000000
4349,Kepler-233 c,Kepler-233,60.41895500,0.287000,2.710,7.80000,2.150000,0.000000,390,93.710000,5360.00,0.76,0.85,-0.090,856.4170000
4350,Kepler-233 b,Kepler-233,8.47238200,0.077000,2.430,6.48000,2.480000,0.000000,751,24.420000,5360.00,0.76,0.85,-0.090,856.4170000
4351,Kepler-232 c,Kepler-232,11.37934900,0.101000,3.830,14.00000,1.370000,0.000000,806,16.310000,5847.00,0.97,0.97,0.030,1349.1300000
4352,Kepler-232 b,Kepler-232,4.43122200,0.054000,3.080,9.69000,1.820000,0.000000,1104,11.142000,5847.00,0.97,0.97,0.030,1349.1300000
4353,Kepler-231 c,Kepler-231,19.27156600,0.114000,1.930,24.10000,18.400000,0.000000,393,45.400000,3767.00,0.49,0.58,-0.100,316.6180000
4354,Kepler-231 b,Kepler-231,10.06527500,0.074000,1.730,35.40000,37.600000,0.000000,488,29.400000,3767.00,0.49,0.58,-0.100,316.6180000
4355,Kepler-230 c,Kepler-230,91.77324200,0.380000,2.040,4.82000,3.120000,0.000000,359,52.900000,5588.00,0.82,0.84,-0.140,740.7540000
4356,Kepler-230 b,Kepler-230,32.62555500,0.191000,4.260,16.80000,1.190000,0.000000,506,53.950000,5588.00,0.82,0.84,-0.140,740.7540000
4357,Kepler-23 d,Kepler-23,15.27429900,0.124000,2.200,17.60000,9.080000,0.080000,896,19.240000,5828.00,1.55,1.10,-0.112,835.7560000
4358,Kepler-23 c,Kepler-23,10.74210000,0.099000,3.200,858.10000, ,0.020000,1008,13.790120,5760.00,1.52,1.11,-0.090,835.7560000
4359,11 Com b,11 Com,326.03000000,1.290000,12.100,6165.60000,19.100000,0.231000, , ,4742.00,19.00,2.70,-0.350,93.1846000
4360,11 UMi b,11 UMi,516.21997000,1.530000,12.300,4684.81420,13.800000,0.080000, , ,4213.00,29.79,2.78,-0.020,125.3210000
4361,14 And b,14 And,185.84000000,0.830000,12.900,1525.50000,3.900000,0.000000, , ,4813.00,11.00,2.20,-0.240,75.4392000
4362,14 Her b,14 Her,1765.03890112,2.773069,12.600,2586.74645,7.110000,0.372689, , ,5338.00,0.93,0.91,0.405,17.9323000
4363,16 Cyg B b,16 Cyg B,798.50000000,1.660000,13.500,565.73740,1.260000,0.680000, , ,5750.00,1.13,1.08,0.060,21.1397000
4364,17 Sco b,17 Sco,578.38000000,1.450000,12.900,1373.01872,3.510000,0.060000, , ,4157.00,25.92,1.22,-0.010,124.9530000
4365,18 Del b,18 Del,993.30000000,2.600000,12.500,3273.50000,9.210000,0.080000, , ,4979.00,8.50,2.30,-0.052,76.2220000
4366,1RXS J160929.1-210524 b,1RXS J160929.1-210524, ,330.000000,18.647,3000.00000,2.540000, ,1700, ,4060.00,1.31,0.85, ,139.1350000
4367,24 Boo b,24 Boo,30.35060000,0.190000,13.900,289.22530,0.592000,0.042000, , ,4893.00,10.64,0.99,-0.770,95.9863000
4368,24 Sex b,24 Sex,452.80000000,1.333000,13.400,632.46000,1.440000,0.090000, , ,5098.00,4.90,1.54,-0.030,72.0691000
4369,24 Sex c,24 Sex,883.00000000,2.080000,13.900,273.32000,0.559000,0.290000, , ,5098.00,4.90,1.54,-0.030,72.0691000
4370,2M0437 b,2MASS J04372171+2651014, ,118.000000,13.000,1271.31363,3.180000, ,1450, ,3100.00,0.84,0.17,0.010,128.4840000
4371,2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A, ,84.000000,12.300,4131.79000,12.200000, , , , , ,0.19, ,47.2000000
4372,2MASS J01225093-2439505 b,2MASS J01225093-2439505, ,52.000000,11.209,7786.50000,30.400000, ,1600, ,3530.00,0.37,0.40, ,33.8281000
4373,2MASS J02192210-3925225 b,2MASS J02192210-3925225, ,156.000000,16.141,4417.83700,5.770000, , , ,3064.00,0.28,0.11, ,40.0896412
4374,2MASS J04414489+2301513 b,2MASS J04414489+2301513, ,15.000000,12.600,2383.60000,6.550000, , , ,2936.00,0.23,0.02, ,120.4239870
4375,2MASS J12073346-3932539 b,2MASS J12073346-3932539, ,55.000000,12.900,1589.15000,4.070000, ,1250, ,2825.00,0.22,0.02, ,64.3080000
4376,2MASS J19383260+4603591 b,2MASS J19383260+4603591,406.00000000,0.920000,13.400,603.87700,1.380000,0.330000, , ,29564.00,0.20,0.48,-0.092,396.3320000
4377,2MASS J22362452+4751425 b,2MASS J22362452+4751425, ,230.000000,12.300,3972.87500,11.700000, , , ,4045.00,0.64,0.60, ,69.5737000
4378,30 Ari B b,30 Ari B,335.10001000,0.990000,12.300,4392.41060,13.000000,0.290000, , ,6331.00,1.41,1.93,0.190,44.6570000
4379,4 UMa b,4 UMa,269.30000000,0.870000,12.700,2256.50000,6.050000,0.432000, , ,4415.00,18.11,1.23,-0.250,73.4603000
4380,42 Dra b,42 Dra,479.10000000,1.190000,13.000,1233.13000,3.080000,0.380000, , ,4200.00,22.03,0.98,-0.460,90.6545000
4381,47 UMa b,47 UMa,1078.00000000,2.100000,13.200,804.08000,1.920000,0.032000, , ,5872.00,1.21,1.06,0.040,13.7967000
4382,47 UMa c,47 UMa,2391.00000000,3.600000,14.200,171.62100,0.329000,0.098000, , ,5872.00,1.21,1.06,0.040,13.7967000
4383,47 UMa d,47 UMa,14002.00000000,11.600000,13.500,521.22000,1.160000,0.160000, , ,5872.00,1.21,1.06,0.040,13.7967000
4384,51 Eri b,51 Eri,11688.00000000,13.200000,13.400,635.66000,1.450000,0.450000,700, ,7295.00,1.49,1.75,-0.027,29.7575000
4385,51 Peg b,51 Peg,4.23078500,0.052700,14.300,146.20180,0.275000,0.013000, , ,5758.00,1.18,1.03,0.180,15.4614000
4386,55 Cnc b,55 Cnc,14.65160000,0.113400,13.900,263.97850,0.540000,0.000000,700, ,5172.00,0.94,0.91,0.350,12.5855000
4387,55 Cnc c,55 Cnc,44.39890000,0.237300,8.510,54.47380,0.486000,0.030000, , ,5172.00,0.94,0.91,0.350,12.5855000
4388,55 Cnc d,55 Cnc,5574.20000000,5.957000,13.000,1232.49300,3.080000,0.130000, , ,5172.00,0.94,0.91,0.350,12.5855000
4389,55 Cnc e,55 Cnc,0.73654740,0.015440,1.875,7.99000,6.660000,0.050000,1958,3.520000,5172.00,0.94,0.91,0.350,12.5855000
4390,55 Cnc f,55 Cnc,259.88000000,0.770800,7.590,44.81200,0.563000,0.080000, , ,5172.00,0.94,0.91,0.350,12.5855000
4391,6 Lyn b,6 Lyn,934.30000000,2.110000,13.400,638.83830,1.460000,0.073000, , ,4938.00,5.20,1.44,-0.130,54.6599000
4392,61 Vir b,61 Vir,4.21500000,0.050201,2.110,5.10000,2.980000,0.120000, , ,5577.00,0.96,0.94,-0.010,8.5033200
4393,61 Vir c,61 Vir,38.02100000,0.217500,4.460,18.20000,1.130000,0.140000, , ,5577.00,0.96,0.94,-0.010,8.5033200
4394,61 Vir d,61 Vir,123.01000000,0.476000,5.110,22.90000,0.943000,0.350000, , ,5577.00,0.96,0.94,-0.010,8.5033200
4395,7 CMa b,7 CMa,735.10000000,1.758000,13.400,587.98550,1.340000,0.060000, , ,4826.00,4.87,1.34,0.210,19.8101000
4396,7 CMa c,7 CMa,996.00000000,2.153000,13.900,276.51210,0.566000,0.080000, , ,4826.00,4.87,1.34,0.210,19.8101000
4397,70 Vir b,70 Vir,116.68800000,0.481000,12.600,2380.45000,6.540000,0.398800, , ,5495.00,1.89,1.09,-0.090,17.9011000
4398,75 Cet b,75 Cet,691.90000000,2.100000,13.100,953.49000,2.330000,0.117000, , ,4846.00,10.50,2.49,0.000,82.9613000
4399,8 UMi b,8 UMi,93.40000000,0.490000,13.600,416.35730,0.910000,0.060000, , ,4847.00,10.30,1.44,-0.030,162.5520000
4400,81 Cet b,81 Cet,952.70000000,2.500000,12.800,1684.40000,4.410000,0.206000, , ,4785.00,11.00,2.40,-0.060,101.2600000
4401,91 Aqr b,91 Aqr,181.40000000,0.700000,13.100,1017.00000,2.490000,0.027000, , ,4665.00,11.00,1.40,-0.030,44.0304000
4402,AB Aur b,AB Aur, ,93.900000,12.500,2860.45566,8.050000,0.400000, , ,9770.00,2.96,2.40, ,162.1270000
4403,AB Pic b,AB Pic, ,260.000000,12.300,4290.50000,12.700000, , , ,5285.00,1.00,0.90,0.040,50.0475000
4404,AF Lep b,AF Lep,7520.00000000,7.990000,12.800,1664.46737,4.360000,0.470000,1400, ,6100.00,1.25,1.20,0.290,26.8564000
4405,AU Mic b,AU Mic,8.46299910,0.064500,4.070,20.12000,1.320000,0.186000,593,19.100000,3588.00,0.70,0.50, ,9.7221000
4406,AU Mic c,AU Mic,18.85899100,0.110100,3.240,9.60000,1.220000,0.041000,454,31.700000,3700.00,0.75,0.50, ,9.7221000
4407,BD+03 2562 b,BD+03 2562,481.90000000,1.300000,12.700,2034.11200,5.460000,0.200000, ,8.640000,4095.00,32.35,1.14,-0.710,1070.6300000
4408,BD+14 4559 b,BD+14 4559,268.94000000,0.780000,13.800,330.54320,0.691000,0.290000, , ,4864.00,0.86,0.49,0.170,49.3520000
4409,BD+15 2375 b,BD+15 2375,153.22000000,0.576000,13.800,337.21763,0.705000,0.001000, , ,4649.00,8.95,1.08,-0.220,768.0450000
4410,BD+15 2940 b,BD+15 2940,137.48000000,0.539000,13.700,352.78000,0.754000,0.260000, , ,4796.00,14.70,1.10,0.280,426.4200000
4411,BD+20 2457 b,BD+20 2457,379.63000000,1.050000,11.600,17668.16970,62.200000,0.150000, , ,4259.00,71.02,10.83,-0.790,1539.7100000
4412,BD+20 2457 c,BD+20 2457,621.99000000,2.010000,12.400,3963.17000,11.400000,0.180000, , ,4137.00,49.00,2.80,-1.000,1539.7100000
4413,BD+20 274 b,BD+20 274,578.20000000,1.300000,13.000,1334.88600,3.340000,0.210000, , ,4296.00,17.30,0.80,-0.460,1322.5100000
4414,BD+20 594 b,BD+20 594,41.68550000,0.241000,2.578,22.24810,7.890000,0.000000,546,55.800000,5766.00,1.08,1.67,-0.150,179.4610000
4415,BD+45 564 b,BD+45 564,307.88000000,0.830000,13.600,432.24663,0.944000,0.120000, , ,5004.00,0.81,0.81,-0.090,53.6220000
4416,BD+48 738 b,BD+48 738,392.60000000,1.000000,13.900,289.22530,0.592000,0.200000, , ,4414.00,11.00,0.74,-0.200,871.4930000
4417,BD+48 740 b,BD+48 740,733.00000000,1.700000,13.500,540.31100,1.210000,0.760000, , ,4534.00,10.33,1.09,-0.130,666.5890000
4418,BD+49 828 b,BD+49 828,2590.00000000,4.200000,13.500,508.50000,1.140000,0.350000, , ,4943.00,7.60,1.52,-0.190,442.0420000
4419,BD+55 362 b,BD+55 362,265.59000000,0.780000,14.000,228.83645,0.458000,0.270000, , ,5012.00,0.90,0.91,0.180,52.5697000
4420,BD+60 1417 b,BD+60 1417, ,1662.000000,14.684,4767.42610,8.270000, ,1303, ,4993.00,0.80,1.00, ,44.9543000
4421,BD+63 1405 b,BD+63 1405,1198.48000000,2.060000,13.000,1258.60049,3.150000,0.880000, , ,5000.00,0.80,0.82,-0.090,38.0473000
4422,BD-00 4475 b,BD-00 4475,723.20000000,1.480000,12.000,7961.60160,25.300000,0.390000, , ,5040.00,0.84,0.81,-0.140,42.6402000
4423,BD-06 1339 b,BD-06 1339,3.87280000,0.042800,2.850,8.50000,2.020000,0.000000, , ,4324.00,0.69,0.70,-0.140,20.2695000
4424,BD-06 1339 c,BD-06 1339,125.94000000,0.435000,8.380,53.00000,0.495000,0.310000, , ,4324.00,0.69,0.70,-0.140,20.2695000
4425,BD-08 2823 b,BD-08 2823,5.60000000,0.060000,3.610,12.71320,1.480000,0.150000, , ,4816.00,0.71,0.50,-0.060,41.3342000
4426,BD-08 2823 c,BD-08 2823,237.60000000,0.680000,12.500,104.00000,0.293000,0.190000, , ,4746.00,0.72,0.74,-0.070,41.3342000
4427,BD-10 3166 b,BD-10 3166,3.48777000,0.040000,14.100,187.51970,0.368000,0.020000, , ,5393.00,0.91,1.47,0.380,84.4069000
4428,BD-11 4672 b,BD-11 4672,1634.00000000,2.360000,14.100,206.58950,0.405000,0.050000, , ,4550.00,0.64,0.65,-0.350,27.1665000
4429,BD-11 4672 c,BD-11 4672,74.20000000,0.300000,4.040,15.37000,1.280000,0.400000, , ,4550.00,0.64,0.65,-0.350,27.1665000
4430,BD-13 2130 b,BD-13 2130,714.29999000,1.660000,12.500,3108.37740,8.750000,0.210000, , ,4545.00,19.17,2.12,-0.080,925.2140000
4431,BD-17 63 b,BD-17 63,655.60000000,1.340000,12.800,1620.90000,4.250000,0.540000, , ,4714.00,0.69,0.74,-0.030,34.4603000
4432,CD Cet b,CD Cet,2.29070000,0.018500,1.820,3.95000,3.600000, ,464, ,3130.00,0.17,0.16,0.130,8.6071500
4433,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,10037.50000000,2.600000,12.400,3337.10000,9.620000, ,370, ,580.50, ,0.02, ,23.1000000
4434,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,8040000.00000000,200.000000,20.849,2479.06157,1.500000, ,1800, ,2320.00,0.24,0.01, , 
4435,CHXR 73 b,CHXR 73, ,210.000000,12.300,3994.48600,11.800000, , , ,3099.00, ,0.35, ,190.3740000
4436,CI Tau b,CI Tau,8.98910000, ,12.400,3686.82800,10.600000,0.250000, , ,3807.00,1.88,0.90, ,157.9980000
4437,COCONUTS-2 b,COCONUTS-2 A,402000000.00000000,7506.000000,12.442,2002.31896,5.710000, ,434, ,3406.00,0.39,0.37,0.000,10.8864000
4438,CT Cha b,CT Cha, ,440.000000,24.660,5403.00000,1.980000, ,2600, ,4403.00,1.68, ,-0.560,190.7200000
4439,CoRoT-1 b,CoRoT-1,1.50895570,0.027520,16.700,327.35000,0.380000,0.000000,1898,4.920000,5950.00,1.11,0.95,-0.300,787.9090000
4440,CoRoT-10 b,CoRoT-10,13.24060000,0.105500,10.870,874.00000,3.700000,0.530000,600,31.330000,5075.00,0.79,0.89,0.260,338.3860000
4441,CoRoT-11 b,CoRoT-11,2.99433000,0.043600,16.030,740.51000,0.990000,0.000000,1657,6.890000,6440.00,1.37,1.27,-0.030,655.0370000
4442,CoRoT-12 b,CoRoT-12,2.82804200,0.040160,16.140,291.43800,0.411000,0.070000,1442,8.097200,5675.00,1.12,1.08,0.160,1126.3700000
4443,CoRoT-13 b,CoRoT-13,4.03519000,0.051000,9.920,415.70400,2.340000,0.000000,1700,10.810000,5945.00,1.01,1.09,0.010,1148.9300000
4444,CoRoT-14 b,CoRoT-14,1.51214000,0.027000,12.220,2415.40000,7.300000,0.000000,1952,4.780000,6035.00,1.21,1.13,0.050,1744.6000000
4445,CoRoT-16 b,CoRoT-16,5.35227000,0.061800,13.110,170.03200,0.440000,0.330000, ,11.200000,5650.00,1.19,1.10,0.190,732.4090000
4446,CoRoT-17 b,CoRoT-17,3.76810000,0.046100,11.430,772.29000,2.820000,0.000000,1626,6.230000,5740.00,1.59,1.04,0.000,1176.1200000
4447,CoRoT-18 b,CoRoT-18,1.90006930,0.029500,14.680,1102.82000,2.200000,0.080000,1550,6.350000,5440.00,1.00,0.95,-0.100,764.8890000
4448,CoRoT-19 b,CoRoT-19,3.89713000,0.051800,14.460,352.78000,0.710000,0.047000,2000,6.700000,6090.00,1.65,1.21,-0.020,790.6630000
4449,CoRoT-2 b,CoRoT-2,1.74299350,0.027980,16.432,1102.82000,1.470000,0.014300,1521,6.765900,5625.00,0.91,0.96,0.040,213.2830000
4450,CoRoT-20 b,CoRoT-20,9.24285000,0.090000,9.416,1366.66900,8.870000,0.590000,1024,18.950000,5880.00,1.02,1.14,0.140,844.0610000
4451,CoRoT-20 c,CoRoT-20,1675.00000000,2.900000,12.200,5403.11000,16.400000,0.600000, , ,4947.50,1.37,1.14,0.140,844.0610000
4452,CoRoT-21 b,CoRoT-21,2.72474000,0.041700,14.572,718.29580,1.360000,0.000000, ,4.600000,6200.00,1.95,1.29,0.000,1398.8341969
4453,CoRoT-22 b,CoRoT-22,9.75598000,0.092000,4.880,12.20000,0.249000,0.077000,885,17.300000,5939.00,1.14,1.10,0.170,627.1580000
4454,CoRoT-23 b,CoRoT-23,3.63130000,0.048000,11.770,889.90000,3.000000,0.160000,1660,6.850000,5900.00,1.61,1.14,0.050,1060.9700000
4455,CoRoT-24 b,CoRoT-24,5.11340000,0.056000,3.700,5.70000,0.900000,0.000000,1070,10.900000,4950.00,0.86,0.91,0.300,591.5550000
4456,CoRoT-24 c,CoRoT-24,11.75900000,0.098000,5.000,28.00000,1.300000,0.000000,850,18.000000,4950.00,0.86,0.91,0.300,591.5550000
4457,CoRoT-25 b,CoRoT-25,4.86069000,0.057800,12.110,85.81000,0.150000,0.000000,1330,10.200000,6040.00,1.19,1.09,-0.010,1103.4800000
4458,CoRoT-26 b,CoRoT-26,4.20474000,0.052600,14.120,165.26000,0.280000,0.000000,1600,6.280000,5590.00,1.79,1.09,0.010,1045.1800000
4459,CoRoT-27 b,CoRoT-27,3.57532000,0.047600,11.287,3302.11000,12.600000,0.065000,1500,9.480000,5900.00,1.08,1.05,-0.100,1010.2800000
4460,CoRoT-28 b,CoRoT-28,5.20851000,0.060300,10.705,153.82972,0.690000,0.047000, ,7.290000,5150.00,1.78,1.01,0.150,766.1830000
4461,CoRoT-29 b,CoRoT-29,2.85057000,0.038600,10.088,270.15550,1.450000,0.082000, ,9.220000,5260.00,0.90,0.97,0.200,806.5070000
4462,CoRoT-3 b,CoRoT-3,4.25680000,0.057830,11.320,6883.91000,26.400000,0.000000,1695,7.800000,6740.00,1.56,1.37,0.140,768.7710000
4463,CoRoT-30 b,CoRoT-30,9.06005000,0.084400,11.310,921.70700,3.450000,0.007000, ,21.000000,5650.00,0.91,0.98,0.020,1032.2300000
4464,CoRoT-31 b,CoRoT-31,4.62941000,0.058600,16.365,266.97720,0.330000,0.020000, ,7.200000,5700.00,2.15,1.25,0.000,2005.7600000
