,orbit_semi-major_axis_[au]),equilibrium_temperature_[k],insolation_flux_earth,orbital_period_[days]
4054,0.0497,1061,190.02,4.33946454
4055,0.0305,621,50.78,2.85234897
4056,0.1348,778,41.04,17.6700642
4057,0.4126,374,4.55,108.593329
4058,0.0556,994,160.76,5.12330347
4059,0.302,424,6.45,61.6178167
4060,0.1644,737,32.27,24.3397804
4061,0.3528,503,7.01,76.5369586
4062,0.0502,775,105.33,4.754
4063,0.0763,628,45.60,8.92507
4064,0.0595,904,162.65,5.45298175
4065,0.0423,1072,312.85,3.26663995
4066,0.0506,981,218.63,4.27225018
4067,0.0459,1159,453.14,3.53232449
4068,0.2881,384,4.55,62.8916228
4069,0.0983,703,55.76,11.55562343
4070,0.1242,611,29.86,17.13263989
4071,0.3436,451,25.76,76.957857
4072,0.0299,922,150.06,2.36172433
4073,0.1871,1020,197.85,23.9210791
4074,0.0415,1080,245.90,3.17060005
4075,0.0165,1693,1717.28,0.81316672
4076,0.053,586,92.53,5.188549
4077,0.06482,507,51.62,8.041
4078,0.08358,446,31.02,11.776
4079,0.1478,500,13.05,24.0862707
4080,0.0345,1471,1146.95,2.34451194
4081,0.1343,902,147.82,18.3027248
4082,0.0371,976,173.06,2.88890485
4083,0.6477,234,0.57,210.630591
4084,0.1291,811,62.06,17.14647302
4085,0.0443,958,198.43,3.97076766
4086,0.0325,1019,227.96,2.3522658
4087,0.0961,872,206.56,10.62784997
4088,0.0188,1397,815.41,1.10446351
4089,0.0473,1128,653.83,3.73089898
4090,0.036,1489,1215.76,2.403679
4091,0.087,960,209.10,8.990889
4092,0.0382,1432,153.74,2.78786839
4093,0.3197,485,4.86,65.6478424
4094,0.0223,806,139.60,1.64680191
4095,0.0277,1343,761.81,1.75583533
4096,0.0631,1314,652.97,5.1856142
4097,0.0875,1117,339.57,8.45808312
4098,0.2006,609,32.52,33.469743
4099,0.0994,787,83.01,11.89520511
4100,0.0448,732,95.44,4.45743164
4101,0.1246,1079,449.70,13.5396293
4102,0.1603,677,80.98,22.70816791
4103,0.069,1251,594.45,5.968734
4104,0.116,964,208.98,13.07163
4105,0.0755,839,93.31,7.97034958
4106,0.0784,485,26.23,10.71252541
4107,0.19,490,12.24,32.5637069
4108,0.0685,1211,511.76,6.11786898
4109,0.0457,936,181.21,3.97599768
4110,0.0914,946,464.77,9.478522
4111,0.1969,644,40.76,29.96870041
4112,0.1975,486,14.19,33.2406882
4113,0.0175,1419,1039.70,1.00393374
4114,0.2663,379,4.11,55.8226539
4115,0.0709,1125,348.05,6.11009134
4116,0.1445,984,157.54,18.7959228
4117,0.2804,704,41.86,50.790391
4118,0.088,705,69.54,9.98969327
4119,0.0284,2700,10171.00,1.44259224
4120,0.168,675,26.36,26.0204423
4121,0.0157,1650,1462.10,0.7698536
4122,0.0732,1156,641.81,6.89225223
4123,0.2181,515,12.94,37.94563
4124,0.1589,595,26.09,24.1738579
4125,0.4301,377,11.86,106.247547
4126,0.1596,378,23.24,31.80634
4127,0.0346,1137,288.57,2.68505749
4128,0.073,784,79.75,7.518496
4129,0.141,564,21.41,20.17202
4130,0.1246,765,175.85,16.8601286
4131,0.0621,1374,831.14,4.89337519
4132,0.0981,796,197.88,11.17394617
4133,0.1793,555,61.66,28.5057189
4134,0.2863,529,18.04,53.5991044
4135,0.4297,355,9.31,104.3518976
4136,0.1281,724,85.39,16.07677615
4137,0.1401,701,72.96,18.87064068
4138,0.135,775,165.57,17.1369543
4139,0.0467,1158,449.94,3.78858982
4140,0.035,1213,745.28,2.422082
4141,0.049,1016,367.32,4.125103
4142,0.0845,609,24.21,10.45843441
4143,0.0587,952,167.18,5.60014851
4144,0.1693,600,34.74,25.2034787
4145,0.0403,1453,1286.39,2.83265213
4146,0.1212,676,49.35,16.22371307
4147,0.0726,702,79.03,8.49642241
4148,0.3179,436,8.30,66.1849031
4149,0.0283,1011,267.14,2.03231845
4150,0.0732,830,108.07,7.6847716
4151,0.1152,931,92.58,15.0447198
4152,0.0553,1480,877.54,4.4379629
4153,0.055,575,42.69,6.312501
4154,0.088,455,16.62,12.794585
4155,0.0188,1174,544.53,1.11854972
4156,0.1183,789,89.43,15.18725932
4157,0.179,547,23.88,28.6851324
4158,0.0114,1188,723.81,0.58800076
4159,0.3877,448,7.02,85.7350285
4160,0.0196,1667,1038.49,1.07839035
4161,0.0201,1314,588.02,1.21699766
4162,0.1156,802,352.51,13.68237119
4163,0.0901,665,37.66,11.08507637
4164,0.18,755,63.25,25.369116
4165,0.039,997,220.49,3.177422
4166,0.216,425,7.30,41.008011
4167,0.0753,856,152.05,8.07124073
4168,0.0985,840,139.85,11.01816836
4169,0.1082,795,142.10,12.94130146
4170,0.0635,1156,595.42,5.34982412
4171,0.128,591,23.18,18.82634264
4172,0.0528,1046,253.96,4.76703963
4173,0.0519,1191,415.55,4.37034536
4174,0.0326,1542,1302.95,2.03232507
4175,0.1564,684,84.83,22.9221266
4176,0.1418,1159,430.69,16.10467749
4177,0.064,1159,448.10,5.766193
4178,0.108,897,160.50,12.465988
4179,0.155,747,77.14,21.587475
4180,0.227,618,36.30,37.993273
4181,0.287,543,21.52,56.268
4182,0.0734,899,177.84,7.42693741
4183,0.0906,632,37.81,12.00096042
4184,0.0282,1246,416.23,1.91694425
4185,0.1186,557,20.51,16.301259
4186,0.1165,872,132.66,13.32351601
4187,0.0771,1453,324.28,7.01075434
4188,0.1361,809,140.38,17.2923453
4189,0.4092,369,4.18,94.2887577
4190,0.0125,1757,1598.66,0.57736958
4191,0.3006,212,0.52,86.828989
4192,0.135,817,138.81,17.232366
4193,0.181,706,77.40,26.695074
4194,0.0921,946,153.93,9.95661537
4195,0.0914,870,117.52,10.41725184
4196,0.1673,523,14.60,26.7839183
4197,0.263,604,30.06,45.1263042
4198,0.096,625,40.12,11.94014029
4199,0.0491,985,265.32,4.16055856
4200,0.1803,480,13.57,31.0571618
4201,0.3778,366,4.04,84.5733226
4202,0.0541,1389,1195.20,4.14787559
4203,0.0625,1183,462.91,5.19104016
4204,0.039,892,198.84,3.410493
4205,0.1,560,30.72,13.821375
4206,0.17,428,10.50,30.950851
4207,0.0557,1121,539.13,4.8663815
4208,0.1336,612,31.46,18.5525701
4209,0.1039,639,29.00,13.62798432
4210,0.1256,690,36.16,16.8320729
4211,0.0502,1839,4756.32,3.70428172
4212,0.0484,1043,194.34,4.35409304
4213,0.0372,1190,328.98,2.93658468
4214,0.0848,554,26.45,11.32271513
4215,0.1091,676,41.47,13.71220213
4216,0.0806,1035,271.25,7.46725407
4217,0.167,647,98.34,24.3347127
4218,0.041,590,33.18,4.164389
4219,0.051,529,16.81,5.774464
4220,0.0393,1431,1866.19,2.60754383
4221,0.2478,487,13.78,45.0904643
4222,0.1078,665,57.58,15.0540329
4223,0.3133,501,21.62,68.8861915
4224,0.0833,660,33.98,9.99113313
4225,0.0422,927,132.39,3.60084276
4226,0.0575,794,71.31,5.72717226
4227,0.2226,694,39.67,36.2919336
4228,0.1063,933,211.55,12.4127754
4229,0.0376,1252,546.91,2.66831376
4230,0.0201,2335,2775.00,0.98494017
4231,0.0141,1681,2460.58,0.66308526
4232,0.099,1009,298.09,10.495711
4233,0.162,790,112.13,21.869741
4234,0.448,475,14.71,100.283134
4235,0.1444,823,171.93,19.1187753
4236,0.239,396,4.74,48.4308991
4237,0.083,949,142.54,8.67900242
4238,0.0499,907,144.81,4.55139967
4239,0.0191,1677,2367.80,0.96852602
4240,0.0612,732,58.15,6.49441289
4241,0.1689,489,10.31,28.474748
4242,0.052,881,142.39,4.86631012
4243,0.1057,774,86.47,13.0313945
4244,0.2383,627,40.65,40.9903986
4245,0.226,657,69.00,37.3331536
4246,0.125,884,159.16,14.435889
4247,0.2,698,61.69,29.393195
4248,0.28,590,31.52,48.630408
4249,0.0663,1598,1217.39,6.03356196
4250,0.0418,1484,975.18,3.0255955
4251,0.2705,542,34.43,51.1309704
4252,0.1857,573,14.88,28.625653
4253,0.0806,1384,975.81,6.98152703
4254,0.0488,1368,822.48,3.65691115
4255,0.1072,886,139.77,12.5720095
4256,0.2237,496,12.11,40.8365012
4257,0.0419,1213,1314.67,3.23941344
4258,0.1633,738,190.85,23.4774101
4259,0.1231,968,227.40,15.09
4260,0.1622,843,130.98,22.804
4261,0.38,757,35.29,66.5579057
4262,0.0415,1123,375.55,3.11602791
4263,0.0335,1418,672.53,2.13194651
4264,0.1062,764,80.34,12.9460978
4265,0.0143,1703,2190.08,0.66407381
4266,0.1268,874,181.59,14.7967458
4267,0.0991,888,151.77,11.25402929
4268,0.0976,796,78.16,11.47685909
4269,0.0435,2017,3906.36,2.76122421
4270,0.0785,1113,223.44,7.99019627
4271,0.13,910,158.31,15.79
4272,0.39,525,17.55,82.2
4273,4.0, , ,2646.0
4274,0.0557,1098,443.22,4.69500134
4275,0.0779,739,62.82,8.63043276
4276,0.0443,1195,521.10,3.27646405
4277,0.0659,1183,929.12,5.57654784
4278,0.4684,401,12.36,115.6862258
4279,0.0464,1029,279.94,3.81371974
4280,0.0896,1285,399.01,8.3839865
4281,0.0283,1790,2760.59,1.68189002
4282,0.082,1373,1003.03,7.12811928
4283,0.1357,588,45.15,19.9400874
4284,0.079,982,221.73,8.457458
4285,0.178,683,46.01,27.50868
4286,0.377,451,9.83,87.517905
4287,0.1655,954,149.41,22.2419092
4288,0.0815,734,76.14,9.08237046
4289,0.0795,778,58.34,8.83922659
4290,0.0751,891,182.38,7.56127224
4291,0.1202,715,61.87,16.1288853
4292,0.1109,733,103.51,13.5630972
4293,0.123,678,52.15,16.29595382
4294,0.1369,768,41.19,18.01621096
4295,0.025,662,58.11,2.10433812
4296,0.1679,491,13.77,28.8432647
4297,0.1238,718,66.12,16.092
4298,0.1684,615,35.74,25.5169
4299,0.0148,1883,2830.91,0.67933627
4300,0.0989,1019,296.92,11.1726994
4301,0.0368,1671,2144.55,2.53573424
4302,0.6711,391,5.54,197.5110016
4303,0.0603,978,219.12,5.44832529
4304,0.0209,1659,1797.63,1.11611998
4305,0.046,1012,227.20,3.83309118
4306,0.0504,625,36.05,5.42474928
4307,0.0163,1541,897.90,0.84338011
4308,0.064,777,86.27,6.56606007
4309,0.3859,446,10.71,87.9732136
4310,0.0128,1796,2413.26,0.56887443
4311,0.6085,202,0.49,213.257663
4312,0.0296,557,38.45,2.88676265
4313,0.067,1082,292.35,6.178196
4314,0.068,1069,278.29,6.414914
4315,0.136,758,70.21,18.010199
4316,0.4393,414,6.27,110.2869374
4317,0.0163,1389,672.11,0.86838653
4318,0.0781,408,13.55,11.12830484
4319,0.0267,697,115.91,2.22649109
4320,0.0501,509,15.84,5.72092009
4321,0.0183,1666,2651.42,0.96286738
4322,0.0652,883,144.06,6.45998001
4323,0.0191,2291,5067.60,0.92990668
4324,0.0466,895,98.41,4.11584468
4325,0.2004,564,18.15,33.8786838
4326,0.2743,938,47.84,42.3514267
4327,0.1186,831,112.85,14.88801098
4328,0.0529,1214,545.67,4.52158888
4329,0.0747,577,26.64,9.33646594
4330,0.083,1041,408.58,8.129976
4331,0.204,663,67.16,31.517586
4332,0.0889,879,322.40,10.10769068
4333,0.0142,1244,547.29,0.78916165
4334,0.0986,728,77.56,11.87456832
4335,0.4382,428,3.30,109.6471842
4336,0.1229,710,78.36,15.64591713
4337,0.0615,809,80.74,6.26406846
4338,0.1595,793,103.72,23.198681
4339,0.0631,1260,662.71,5.77721211
4340,0.1441,437,9.18,24.4002549
4341,0.0193,2124,4712.11,0.93511806
4342,0.0234,1642,3094.82,1.34155513
4343,0.06,1105,301.37,5.317429
4344,0.092,892,128.09,10.105785
4345,0.0153,2174,4793.00,0.66502692
4346,0.4498,241,1.14,132.9968322
4347,0.0313,1283,559.27,2.21571036
4348,0.0449,1294,1021.90,3.35183158
4349,0.0568,1219,425.17,4.7683049
4350,0.2638,693,68.47,44.6169557
4351,0.044,1236,545.58,3.40165668
4352,0.104,617,34.32,14.00947528
4353,0.1834,636,49.66,27.5722742
4354,0.0341,1668,1862.33,2.12823928
4355,0.067,1209,496.68,6.00253
4356,0.103,975,209.97,11.448708
4357,0.0413,535,27.18,4.4968604
4358,0.0222,730,94.05,1.76678906
4359,0.0156,1212,421.96,0.91614077
4360,0.03,1701,1892.59,1.87788275
4361,0.153,491,10.77,24.7543966
4362,0.3521,466,18.86,76.613377
4363,0.0224,1448,944.87,1.28958811
4364,0.0136,1714,1966.06,0.63400294
4365,0.041,1177,449.98,3.0091324
4366,0.0656,827,98.83,7.06317341
4367,0.2769,369,2.45,59.4970952
4368,0.106,951,257.98,11.5789
4369,0.133,847,162.04,16.399235
4370,0.2866,933,82.56,40.5286413
4371,0.0431,1061,186.07,3.57554956
4372,0.4626,248,1.01,136.205626
4373,0.0363,988,191.92,2.94194094
4374,0.1284,1299,672.06,13.32196237
4375,0.075,969,456.25,7.69993485
4376,0.0545,1137,864.04,4.77468005
4377,0.0273,783,134.98,2.16457097
4378,0.0236,998,225.23,1.57409027
4379,0.0153,2085,4849.26,0.67564949
4380,0.1741,667,37.16,25.873148
4381,0.077,742,86.33,8.436387
4382,0.13,568,29.77,18.735753
4383,0.1495,770,132.59,20.2641684
4384,0.0767,1075,503.72,7.44142113
4385,0.0393,1015,414.76,3.4462039
4386,0.0274,1216,853.27,2.00541269
4387,0.024,1655,2176.36,1.31155557
4388,0.0242,1887,10436.60,1.29123275
4389,0.0918,737,59.79,10.65276707
4390,0.0471,1543,2948.36,3.3004192
4391,0.0598,1042,278.90,5.30880656
4392,0.0153,1873,2909.21,0.74092842
4393,0.0885,525,14.87,11.95398936
4394,0.0171,1564,1600.05,0.88184115
4395,0.0753,452,9.90,10.3134
4396,0.0913,410,6.80,13.7815
4397,0.1288,345,3.40,23.0923
4398,0.1803,292,1.73,38.23
4399,0.0917,786,90.10,10.3108245
4400,0.1728,649,29.70,25.3842686
4401,0.1404,959,198.47,16.3583055
4402,0.1179,928,231.40,13.9093583
4403,0.1126,608,32.23,15.36262753
4404,0.0415,1423,1591.48,2.88879862
4405,0.068,1011,196.53,6.73972381
4406,0.031,1123,300.31,2.27952666
4407,0.0882,434,17.67,12.2854603
4408,0.0519,566,51.04,5.53608151
4409,0.126,363,8.66,20.9568158
4410,0.1861,299,3.97,37.6327084
4411,0.3869,300,1.87,99.2530951
4412,0.127,752,64.78,15.771044
4413,0.586,350,3.02,157.072878
4414,0.0662,934,171.13,6.48021673
4415,0.2768,513,33.34,54.4092333
4416,0.1189,714,61.42,15.1410397
4417,0.0337,1249,574.37,2.44357812
4418,0.0555,1947,2023.01,3.93766373
4419,0.0494,1311,730.53,3.78470649
4420,0.1406,786,71.82,18.2206421
4421,0.2602,551,58.10,47.449955
4422,0.0392,1510,1249.49,2.78815679
4423,0.051,1324,738.18,4.13827595
4424,0.0276,1610,1707.25,1.63865306
4425,0.0771,1605,1029.51,6.790123
4426,0.045,1301,848.70,3.25427
4427,0.414,428,9.96,91.353282
4428,0.0771,725,44.52,9.06689421
4429,0.0975,808,100.91,11.20066445
4430,0.0322,1789,2491.12,2.03387914
4431,0.064,1238,699.64,5.19492202
4432,0.1143,596,39.00,15.9314739
4433,0.1778,565,33.80,28.2274184
4434,0.0987,854,125.89,11.62905828
4435,0.1502,826,78.67,20.0711504
4436,0.0425,1616,1982.27,2.99793191
4437,0.0152,1733,1552.13,0.76486493
4438,0.039,968,228.66,3.107675
4439,0.067,738,77.41,7.010606
4440,0.2543,290,1.06,60.866168
4441,0.4001,441,8.93,86.1150888
4442,0.0461,1397,1087.78,3.6146051
4443,0.1066,661,42.83,13.1829642
4444,0.0426,1033,209.46,3.51576315
4445,0.0144,1846,2138.08,0.63642408
4446,0.0257,1870,2658.55,1.49514952
4447,0.1431,695,114.33,20.3505213
4448,0.131,419,7.29,22.4764425
4449,0.2391,510,21.24,42.5215895
4450,0.032,1597,1247.91,2.024152
4451,0.057,1201,399.44,4.761702
4452,0.242,582,22.07,41.809118
4453,0.0671,806,131.53,6.69960006
4454,0.0762,1209,649.15,6.9131112
4455,0.1499,833,156.90,18.6051942
4456,0.1586,741,71.16,23.955378
4457,0.1861,629,37.12,29.6091744
4458,0.1038,676,216.41,14.4541302
4459,0.1187,797,95.22,14.2563227
4460,0.0197,1844,2730.51,0.96897238
4461,0.1059,1049,817.58,10.67607169
4462,0.055,1199,551.16,4.48487493
4463,0.127,838,118.33,16.007583
4464,0.181,703,58.70,27.082511
4465,0.0304,969,208.54,2.46050993
4466,0.0648,1064,469.82,5.86601526
4467,0.1696,709,119.24,23.9109011
4468,0.0516,1226,535.42,4.13592271
4469,0.0894,1320,925.29,8.05333618
4470,0.0546,1331,893.89,4.45343281
4471,0.0907,1001,772.08,9.705716
4472,0.0951,770,83.14,10.9295461
4473,0.0346,1490,561.12,2.31942009
4474,0.0594,420,9.08,8.07392849
4475,0.066,1253,426.72,5.885273
4476,0.094,1046,207.25,10.104665
4477,0.2274,597,44.73,39.859484
4478,0.2346,682,33.05,39.4419839
4479,0.4039,522,25.97,81.4162941
4480,0.0368,1602,2809.16,2.41811321
4481,0.2015,581,25.94,33.42035034
4482,0.0948,987,248.55,10.60052251
4483,0.0141,1539,1213.33,0.68996783
4484,0.2836,522,10.35,56.6747285
4485,0.1058,811,86.64,12.27065865
4486,0.1176,867,271.88,13.2274528
4487,0.1699,873,154.71,22.951
4488,0.2578,709,67.19,42.882
4489,0.2401,308,3.08,54.5094166
4490,0.2101,523,18.75,35.622233
4491,0.2697,810,73.50,42.913751
4492,0.262,503,11.89,47.1611696
4493,0.2447,492,9.08,47.0319479
4494,0.2149,298,1.53,49.276764
4495,0.1132,433,8.23,18.1373829
4496,0.2668,478,23.47,51.1110243
4497,0.2495,493,8.29,47.9872764
4498,0.2829,349,3.51,62.8691611
4499,0.2,639,32.89,31.158799
4500,0.364,473,9.89,76.732171
4501,0.1614,391,5.47,29.9633247
4502,0.1715,451,8.88,29.3494775
4503,0.3094,390,4.70,65.6488341
4504,0.1694,619,57.63,25.15864
4505,0.1803,564,89.47,31.7785901
4506,0.0548,1023,968.55,5.32786292
4507,0.1939,668,6.25,31.8277111
4508,0.1942,585,21.88,31.1750448
4509,0.2388,411,7.92,47.0569043
4510,0.0817,1093,481.35,8.23984869
4511,0.0466,1448,1479.57,3.54553021
4512,0.1456,819,52.77,19.59059906
4513,0.1466,551,24.90,21.8635301
4514,0.113,953,224.61,12.610584
4515,0.216,689,61.29,33.416423
4516,0.116,574,23.92,16.2950903
4517,0.0453,1238,314.23,3.63899398
4518,0.2322,613,57.08,38.1312831
4519,0.116,783,111.01,14.4273551
4520,0.2108,561,21.39,36.4333452
4521,0.373,441,13.76,82.177374
4522,0.0932,860,75.64,10.35863224
4523,0.0911,674,78.16,11.55530021
4524,0.1681,598,85.28,26.0840594
4525,0.1173,746,98.57,14.53261362
4526,0.028,1284,609.02,1.729366
4527,0.05,957,187.20,4.180043
4528,0.2607,413,6.53,51.84688575
4529,0.1525,721,16.32,22.12679948
4530,0.059,797,71.94,5.94220998
4531,0.1016,678,86.50,12.25383217
4532,0.0958,1131,265.02,9.5085156
4533,0.1939,624,35.92,30.4549136
4534,0.1467,728,85.18,19.9157725
4535,0.2846,538,22.37,54.6495759
4536,0.0898,1682,323.29,7.31946363
4537,0.2285,650,73.34,39.8189932
4538,0.0658,1212,510.35,6.15826988
4539,0.3679,400,11.89,82.294751
4540,0.184,540,23.64,29.198943
4541,0.281,436,10.08,55.328328
4542,0.571,306,2.45,160.018032
4543,0.3729,348,3.79,92.4362973
4544,0.127,821,138.11,16.5861762
4545,0.1262,801,11.52,16.75255007
4546,0.1197,874,137.91,15.0217983
4547,0.3982,415,9.11,91.080482
4548,0.3677,443,9.10,85.273256
4549,0.3211,535,18.38,64.6588017
4550,0.0817,924,172.38,8.74199772
4551,0.2528,564,9.86,48.051405
4552,0.2196,409,7.37,44.2008
4553,0.05714,1251,430.68,4.942782
4554,0.044,1131,367.26,3.428054
4555,0.073,876,132.09,7.381998
4556,0.104,734,65.14,12.56093
4557,0.189,544,19.67,30.826557
4558,1.24, , ,637.2093
4559,0.1236,928,131.82,15.0330105
4560,0.1228,787,100.00,14.5564533
4561,0.2482,608,77.32,41.7083629
4562,0.3771,321,5.64,96.16987
4563,0.3704,485,25.17,82.304003
4564,0.1862,525,36.12,30.8609366
4565,0.1168,783,235.81,14.0329154
4566,0.1234,630,30.48,16.0506213
4567,0.1629,967,116.14,20.7056504
4568,0.1707,667,83.08,25.4338197
4569,0.116,639,40.73,15.228958
4570,0.16,544,21.41,24.674612
4571,0.4089,537,14.04,84.703921
4572,0.1753,903,228.22,23.2382792
4573,0.1097,322,1.60,20.35972599
4574,0.5416,346,2.23,160.88465087
4575,0.753,388,3.23,217.83184
4576,0.0997,1066,193.00,10.514181
4577,0.7655,380,6.02,214.3114164
4578,0.0718,967,615.25,7.25931979
4579,0.078,2336,1526.98,5.54608367
4580,0.0593,1351,1079.46,5.11177904
4581,0.7655,342,3.94,240.7989397
4582,0.124,551,21.08,18.207973
4583,0.356,326,2.57,88.255055
4584,0.0129,1437,1134.39,0.65355357
4585,0.2317,391,5.12,47.14840805
4586,0.0288,1374,1513.46,1.84788917
4587,0.0185,1676,2218.14,0.93875077
4588,0.3392,438,8.44,70.9674603
4589,0.036,1343,715.11,2.41660118
4590,0.0418,787,99.10,3.908632
4591,0.6276,450,7.81,160.129918
4592,0.0296,1549,1106.85,1.79111021
4593,0.0525,817,115.77,5.33905686
4594,0.129,621,21.61,18.870227
4595,0.237,458,6.42,46.90232
4596,0.0371,1484,353.56,2.5904434
4597,0.06,1167,135.18,5.3227406
4598,0.0865,972,211.08,9.20761013
4599,0.022,2537,9805.45,1.13854338
4600,0.0206,1681,1705.76,1.09366356
4601,0.9625,330,4.79,308.5471
4602,0.0599,955,196.51,5.71668872
4603,0.5329,384,5.38,138.9442
4604,0.8507,166,0.19,364.758031
4605,0.0245,1800,713.17,1.4444538
4606,0.6095,346,1.99,175.138819
4607,0.4765,301,1.57,133.3036741
4608,0.198,561,28.11,33.040532
4609,0.303,454,12.07,62.303276
4610,0.1415,657,53.00,20.54981883
4611,0.047,1140,480.40,3.93276465
4612,0.0871,838,139.88,9.91935684
4613,0.4426,266,0.85,125.4131177
4614,0.0781,1048,75.56,8.40691199
4615,0.0479,1160,518.44,3.95116882
4616,0.0389,1287,786.08,2.89223021
4617,0.0632,1010,297.81,5.99273738
4618,0.0567,1065,370.00,5.10115756
4619,0.0867,1774,375.65,6.96710269
4620,0.5421,269,0.83,168.811174
4621,0.5442,274,1.41,163.692349
4622,0.1366,671,36.30,19.5974971
4623,0.0165,3186,5760.94,0.69297968
4624,0.4679,350,1.93,124.828679
4625,0.6687,286,1.18,214.886545
4626,0.056,614,23.50,5.931194
4627,0.242,286,1.28,52.661793
4628,0.7681,348,2.31,225.582809
4629,0.1772,722,60.42,24.4973698
4630,0.6045,268,1.85,184.771853
4631,0.0481,926,166.11,4.24261881
4632,0.6314,288,1.01,198.088774
4633,0.0805,959,483.26,8.10501635
4634,0.0829,797,92.14,8.82713457
4635,0.049,1287,645.54,3.74032496
4636,0.0419,1019,189.89,3.50470358
4637,0.018,1609,1620.06,0.97191543
4638,0.054,867,135.08,4.973456
4639,0.117,588,28.64,15.906801
4640,0.0397,1269,593.92,3.03195744
4641,0.0194,1682,2364.81,1.00520701
4642,0.3308,554,31.77,64.2737752
4643,0.0442,1134,390.57,3.43276598
4644,0.1327,635,41.51,18.0540381
4645,0.0241,1234,510.57,1.53818844
4646,0.0121,1871,2340.98,0.53991524
4647,0.552,330,2.72,153.979578
4648,0.1499,729,72.57,20.925392
4649,0.0654,1222,495.65,5.79180156
4650,0.028,1546,1572.31,1.732342
4651,0.11,779,101.75,13.5405
4652,0.0698,969,244.06,7.02573474
4653,0.1784,836,76.46,26.548955
4654,0.0432,1476,757.13,3.38555488
4655,0.0614,1293,583.52,5.49548621
4656,0.0364,1379,1343.11,2.6157554
4657,0.0743,1003,289.78,6.9424334
4658,0.0366,1312,803.68,2.55314213
4659,0.0726,1059,156.61,6.98471973
4660,0.0657,1125,57.75,6.30560247
4661,0.0252,1700,1486.44,1.45088691
4662,0.014,1139,396.64,0.84990789
4663,0.111,500,13.63,16.709184
4664,0.158,418,6.68,28.551383
4665,0.323,733,83.09,56.6449279
4666,0.0674,1108,470.86,6.28385491
4667,0.0316,354,2.50,4.83817712
4668,0.085,788,124.31,9.32807355
4669,0.1168,886,162.54,13.3997099
4670,0.0445,1064,182.94,3.5827463
4671,0.1266,1013,105.77,15.6049212
4672,0.0878,981,254.70,9.4060467
4673,0.0726,925,359.79,7.84931739
4674,0.0205,2102,5228.78,0.99166527
4675,0.082,447,33.46,10.139623
4676,0.218,275,4.79,43.595792
4677,0.0772,1020,171.48,7.61760804
4678,0.0794,892,439.43,8.18504949
4679,0.04,1202,1918.34,3.05710069
4680,0.546,260,0.89,174.509835
4681,0.0396,1360,672.41,2.71603809
4682,0.051,980,185.57,4.56380468
4683,0.3237,471,33.38,66.373379
4684,0.0427,1497,1431.31,2.94654179
4685,0.0527,1236,308.46,4.34195123
4686,0.4823,407,8.20,122.363553
4687,0.7048, , ,228.776
4688,0.05511,1134,396.62,4.309397
4689,0.1192,771,84.85,13.699429
4690,0.17, , ,30.0
4691,0.9712,209,0.46,386.370548
4692,0.0689,786,90.04,7.29804993
4693,0.0336,1507,999.75,2.20921951
4694,0.1074,1159,124.51,11.17931605
4695,0.0351,1522,1269.46,2.27163926
4696,0.0089,2023,3567.57,0.68368426
4697,0.3912,528,16.73,85.7565495
4698,0.6421,324,1.29,196.435224
4699,0.1075,913,449.63,13.6473676
4700,0.1126,612,33.22,16.4735686
4701,0.4679,429,12.97,114.34219
4702,0.054,868,123.40,4.921355
4703,0.068,769,76.20,7.06424
4704,0.0777,750,56.21,8.70181574
4705,0.0586,1243,146.22,5.1762429
4706,0.0482,1030,269.25,3.91795101
4707,0.0264,1926,6797.62,1.5184299
4708,0.0471,981,276.37,3.9466141
4709,0.2788,658,31.17,47.3126192
4710,0.0761,1337,724.86,6.76284377
4711,0.181,736,64.69,27.4785572
4712,0.0706,1267,903.91,6.10826019
4713,0.1611,797,74.64,23.6225913
4714,0.069,961,305.95,6.919798
4715,0.137,681,77.05,19.446355
4716,0.4322,428,7.92,101.951829
4717,0.4204,469,14.05,92.263714
4718,0.0994,922,236.00,10.8118737
4719,0.0518,1000,243.08,4.36128348
4720,0.0327,540,6.01,3.29030452
4721,0.8748,350,3.77,287.378949
4722,0.0537,1352,1328.65,4.13962966
4723,0.0643,794,143.12,7.20283653
4724,0.2952,240,0.79,76.378033
4725,0.0485,1081,315.46,3.87595807
4726,0.078,906,115.61,7.810937
4727,0.152,648,30.24,21.347262
4728,1.1218,182,0.26,509.997402
4729,0.0511,1122,446.92,4.09513932
4730,0.6762,369,6.06,448.303558
4731,0.3875,925,26.26,186.404271
4732,1.0525,282,0.54,374.876239
4733,1.117,200,0.40,469.63111
4734,1.1546,248,1.22,425.47785
4735,0.0596,1093,337.78,6.10960324
4736,0.745,304,2.76,259.33683
4737,0.0932,1003,187.85,9.878482
4738,0.058,1141,370.92,5.03503
4739,0.097,881,131.49,10.945723
4740,0.187,637,35.89,28.986769
4741,0.0836,1228,537.40,7.5844126
4742,0.1473,908,82.83,19.672266
4743,0.2065,767,42.15,32.657212
4744,0.1016,895,39.91,12.2057513
4745,0.0678,1095,89.63,6.6513802
4746,0.0531,799,137.75,5.342657
4747,0.142,606,31.86,21.0907758
4748,0.1285,754,138.54,16.1779561
4749,0.0295,365,4.20,4.48558383
4750,2.7205, , ,1107.5923
4751,0.0514,307,2.21,8.689099
4752,0.0649,234,0.75,19.53527
4753,0.072,716,59.80,8.180848
4754,0.11,581,25.93,15.31299
4755,0.0167,602,54.56,1.53818001
